redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,tds_mean,postcode_start,city,imd_average_postcodes_new,all_people,white,white_scottish,white_other_british,white_irish,white_gypsy_traveller,white_polish,white_other_white,mixed_or_multiple_ethnic_groups,asian_asian_british,asian_asian_british_pakistani,asian_asian_british_indian,asian_asian_british_bangladeshi,asian_asian_british_chinese,asian_asian_british_other_asian,african,african_african_african_scottish_or_african_british,african_other_african,caribbean_or_black,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british,caribbean_or_black_black_black_scottish_or_black_british,caribbean_or_black_other_caribbean_or_black,other_ethnic_groups,other_ethnic_group_arab,other_ethnic_group_any_other_ethnic_group,white_english_welsh_scottish_northern_irish_british,african_caribbean,ccg_name,updated_all_age_mid_2018,multiplication_factor,white_perc,white_scottish_perc,white_other_british_perc,white_irish_perc,white_gypsy_traveller_perc,white_polish_perc,white_other_white_perc,mixed_or_multiple_ethnic_groups_perc,asian_asian_british_perc,asian_asian_british_pakistani_perc,asian_asian_british_indian_perc,asian_asian_british_bangladeshi_perc,asian_asian_british_chinese_perc,asian_asian_british_other_asian_perc,african_perc,african_african_african_scottish_or_african_british_perc,african_other_african_perc,caribbean_or_black_perc,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british_perc,caribbean_or_black_black_black_scottish_or_black_british_perc,caribbean_or_black_other_caribbean_or_black_perc,other_ethnic_groups_perc,other_ethnic_group_arab_perc,other_ethnic_group_any_other_ethnic_group_perc,white_english_welsh_scottish_northern_irish_british_perc,african_caribbean_perc,mixed_multiple_ethnic_groups_white_and_black_caribbean,mixed_multiple_ethnic_groups_white_and_black_african,mixed_multiple_ethnic_groups_white_and_asian,mixed_multiple_ethnic_groups_other_mixed,black_african_caribbean_black_british_african,black_african_caribbean_black_british_caribbean,black_african_caribbean_black_british_other_black,HBName,HB19,mixed_multiple_ethnic_groups_white_and_black_caribbean_perc,mixed_multiple_ethnic_groups_white_and_black_african_perc,mixed_multiple_ethnic_groups_white_and_asian_perc,mixed_multiple_ethnic_groups_other_mixed_perc,black_african_caribbean_black_british_african_perc,black_african_caribbean_black_british_caribbean_perc,black_african_caribbean_black_british_other_black_perc,white_perc_out,asian_perc_out,black_perc_out,minority_ethnic_out,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank
Mid and South Essex University Hospitals Group,mid_and_south_esseb,TAJ01,Mid and South Essex University Hospitals Group,SS1 1ND,England,0.7115468,51.5377565,E38000168,0.6785578474584543,SS1,Southend-on-Sea,14682.917420235455,182463,167085.9600421518,NA,NA,1571.8518467332342,170.2139031890267,NA,6544.829647928687,3836.1170403897313,6766.528003316864,1112.6945893653042,1901.7726220502366,980.3059979960611,1138.9621670179317,1632.7926268873302,NA,NA,NA,NA,NA,NA,NA,NA,312.0588225132156,630.4218636630618,158799.06464430087,3831.914227965311,NHS Southend CCG,182463,1.050703106105103,91.5725160948531,NA,NA,0.8614633359822179,0.09328680509967868,NA,3.5869352405302375,2.1024081815983138,3.708438424950189,0.6098193000034551,1.0422785014223357,0.5372628960370383,0.6242154119015536,0.8948623155858065,NA,NA,NA,NA,NA,NA,NA,NA,0.1710258093494109,0.3455066855543654,87.03083071324097,2.100104803694618,1091.680527243202,778.5710016238814,1026.5369346646858,939.3285768579622,2866.3180734547213,550.568427599074,415.02772691151574,NA,NA,0.5983024104849761,0.42670075665964136,0.5626000529776918,0.5148049614760045,1.5709037303205151,0.3017425053841458,0.22745856798995728,91.5725160948531,3.708438424950189,2.100104803694618,2.61894067650209,NA,92,NA
University Hospitals of Leicester,university_hospitak,TWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,3.754855743517658,LE1,Leicester,9319.274472372468,355218,179457.5736889816,NA,NA,2718.2056457847616,449.085481098354,NA,16225.232273927582,12471.006885177314,131893.28266214728,8687.704019233626,100516.5308832491,3922.228590312243,4571.625580965258,14195.193588387061,NA,NA,NA,NA,NA,NA,NA,NA,3565.760258792926,5661.492503918578,160065.0502881709,22168.884000982296,NHS Leicester City CCG,355218,1.0769435997562447,50.52040540991211,NA,NA,0.765221820342652,0.12642531659385337,NA,4.567683021110299,3.5108037557717555,37.1302362667847,2.4457386785674227,28.2971389071638,1.1041750672297697,1.286991532232392,3.996192081591322,NA,NA,NA,NA,NA,NA,NA,NA,1.0038230773195407,1.5938078880908564,45.061075251865304,6.240923602121034,5051.942426456543,1250.3315193170001,3648.684915974157,2520.0480234296124,13440.256124957934,5158.559842832412,3570.068033191951,NA,NA,1.4222090171265374,0.3519899102289299,1.027167800047902,0.7094370283683857,3.783664151298057,1.4522236606344308,1.0050357901885465,50.52040540991211,37.1302362667847,6.240923602121034,6.108434721182153,NA,18,NA
Bronglais General Hospital,bronglais_general,WB2AJ,Bronglais General Hospital,SY23 1ER,Wales,-4.0711821,52.4164121,W11000025,-1.364551584439131,SY23,Ceredigion,966.9665478790665,385615,377288.925741486,NA,NA,2084.7981357520057,870.8522706456829,NA,7626.768785098577,2524.7652157074144,4165.559876275062,311.8115314362874,1282.5645839984506,313.8297290507617,832.5065159706702,1424.8475158188926,NA,NA,NA,NA,NA,NA,NA,NA,393.54853482249865,511.6130952692483,366706.50654998975,730.5875364397154,Hywel Dda University Health Board,385615,1.009098807237176,97.84083236945814,NA,NA,0.5406423857349962,0.22583464612260493,NA,1.9778195311641342,0.6547372938571929,1.080238029193642,0.08086084084807059,0.33260235831034857,0.0813842119862458,0.21589059449727585,0.3695000235517012,NA,NA,NA,NA,NA,NA,NA,NA,0.10205737194416675,0.1326745835274168,95.0965358064364,0.1894603520194275,764.8968958857795,273.4657767612747,883.9705551397662,602.4319879205941,376.3938550994667,247.22920777310813,106.96447356714066,NA,NA,0.19835766136840619,0.07091678922274151,0.22923655852074382,0.15622628474530142,0.09760871726967744,0.06411296442646373,0.02773867032328635,97.84083236945814,1.080238029193642,0.1894603520194275,0.8894692493287765,NA,3,3
Prince Philip Hospital,prince_philip_hosp,WB3AL,Prince Philip Hospital,SA14 8QF,Wales,-4.134687,51.6922205,W11000025,-1.364551584439131,SA14,Carmarthenshire,966.9665478790665,385615,377288.925741486,NA,NA,2084.7981357520057,870.8522706456829,NA,7626.768785098577,2524.7652157074144,4165.559876275062,311.8115314362874,1282.5645839984506,313.8297290507617,832.5065159706702,1424.8475158188926,NA,NA,NA,NA,NA,NA,NA,NA,393.54853482249865,511.6130952692483,366706.50654998975,730.5875364397154,Hywel Dda University Health Board,385615,1.009098807237176,97.84083236945814,NA,NA,0.5406423857349962,0.22583464612260493,NA,1.9778195311641342,0.6547372938571929,1.080238029193642,0.08086084084807059,0.33260235831034857,0.0813842119862458,0.21589059449727585,0.3695000235517012,NA,NA,NA,NA,NA,NA,NA,NA,0.10205737194416675,0.1326745835274168,95.0965358064364,0.1894603520194275,764.8968958857795,273.4657767612747,883.9705551397662,602.4319879205941,376.3938550994667,247.22920777310813,106.96447356714066,NA,NA,0.19835766136840619,0.07091678922274151,0.22923655852074382,0.15622628474530142,0.09760871726967744,0.06411296442646373,0.02773867032328635,97.84083236945814,1.080238029193642,0.1894603520194275,0.8894692493287765,NA,3,3
Withybush General Hospital,withybush_general,WF1BL,Withybush General Hospital,SA61 2PZ,Wales,-4.9664014,51.8130048,W11000025,-1.364551584439131,SA61,Pembrokeshire,966.9665478790665,385615,377288.925741486,NA,NA,2084.7981357520057,870.8522706456829,NA,7626.768785098577,2524.7652157074144,4165.559876275062,311.8115314362874,1282.5645839984506,313.8297290507617,832.5065159706702,1424.8475158188926,NA,NA,NA,NA,NA,NA,NA,NA,393.54853482249865,511.6130952692483,366706.50654998975,730.5875364397154,Hywel Dda University Health Board,385615,1.009098807237176,97.84083236945814,NA,NA,0.5406423857349962,0.22583464612260493,NA,1.9778195311641342,0.6547372938571929,1.080238029193642,0.08086084084807059,0.33260235831034857,0.0813842119862458,0.21589059449727585,0.3695000235517012,NA,NA,NA,NA,NA,NA,NA,NA,0.10205737194416675,0.1326745835274168,95.0965358064364,0.1894603520194275,764.8968958857795,273.4657767612747,883.9705551397662,602.4319879205941,376.3938550994667,247.22920777310813,106.96447356714066,NA,NA,0.19835766136840619,0.07091678922274151,0.22923655852074382,0.15622628474530142,0.09760871726967744,0.06411296442646373,0.02773867032328635,97.84083236945814,1.080238029193642,0.1894603520194275,0.8894692493287765,NA,3,3
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.2726551,W11000023,-0.6466191216551161,LL18,Conwy,1012.1948634325316,698369,680874.6756985015,NA,NA,3658.651702118072,523.8247165074708,NA,13206.270808228079,5025.06268742632,8999.430449299864,790.8128956575965,2340.9685974151703,916.6932538880741,2567.3502093941743,2383.6054929448483,NA,NA,NA,NA,NA,NA,NA,NA,1237.485134539936,712.6452538531871,663485.9284716479,1519.7007763792324,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,97.49497410373334,NA,NA,0.5238851813465477,0.0750068683614924,NA,1.8910161831679355,0.7195426325375726,1.288635441908198,0.11323711328217553,0.3352051132589176,0.1312620196326117,0.3676208722601052,0.34131032347438794,NA,NA,NA,NA,NA,NA,NA,NA,0.17719645839662646,0.10204422788714664,95.00506587085738,0.2176071355371204,1566.3983286260225,682.1903284748458,1664.8692540159927,1111.6047763094587,1093.3318210824539,287.29146273568654,139.07749256109207,NA,NA,0.2242937943445403,0.097683363447525,0.23839392269931695,0.15917155204619027,0.1565550333824173,0.04113748788043091,0.01991461427427221,97.49497410373334,1.288635441908198,0.2176071355371204,0.9987833188213456,NA,2,2
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,-0.6466191216551161,LL13,Wrexham,1012.1948634325316,698369,680874.6756985015,NA,NA,3658.651702118072,523.8247165074708,NA,13206.270808228079,5025.06268742632,8999.430449299864,790.8128956575965,2340.9685974151703,916.6932538880741,2567.3502093941743,2383.6054929448483,NA,NA,NA,NA,NA,NA,NA,NA,1237.485134539936,712.6452538531871,663485.9284716479,1519.7007763792324,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,97.49497410373334,NA,NA,0.5238851813465477,0.0750068683614924,NA,1.8910161831679355,0.7195426325375726,1.288635441908198,0.11323711328217553,0.3352051132589176,0.1312620196326117,0.3676208722601052,0.34131032347438794,NA,NA,NA,NA,NA,NA,NA,NA,0.17719645839662646,0.10204422788714664,95.00506587085738,0.2176071355371204,1566.3983286260225,682.1903284748458,1664.8692540159927,1111.6047763094587,1093.3318210824539,287.29146273568654,139.07749256109207,NA,NA,0.2242937943445403,0.097683363447525,0.23839392269931695,0.15917155204619027,0.1565550333824173,0.04113748788043091,0.01991461427427221,97.49497410373334,1.288635441908198,0.2176071355371204,0.9987833188213456,NA,2,2
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,-0.6466191216551161,LL57,Gwynedd,1012.1948634325316,698369,680874.6756985015,NA,NA,3658.651702118072,523.8247165074708,NA,13206.270808228079,5025.06268742632,8999.430449299864,790.8128956575965,2340.9685974151703,916.6932538880741,2567.3502093941743,2383.6054929448483,NA,NA,NA,NA,NA,NA,NA,NA,1237.485134539936,712.6452538531871,663485.9284716479,1519.7007763792324,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,97.49497410373334,NA,NA,0.5238851813465477,0.0750068683614924,NA,1.8910161831679355,0.7195426325375726,1.288635441908198,0.11323711328217553,0.3352051132589176,0.1312620196326117,0.3676208722601052,0.34131032347438794,NA,NA,NA,NA,NA,NA,NA,NA,0.17719645839662646,0.10204422788714664,95.00506587085738,0.2176071355371204,1566.3983286260225,682.1903284748458,1664.8692540159927,1111.6047763094587,1093.3318210824539,287.29146273568654,139.07749256109207,NA,NA,0.2242937943445403,0.097683363447525,0.23839392269931695,0.15917155204619027,0.1565550333824173,0.04113748788043091,0.01991461427427221,97.49497410373334,1.288635441908198,0.2176071355371204,0.9987833188213456,NA,2,2
Glanwili General Hospital,glanwili_general_h,7A2AA,Glangwili Hospital Child Health Section,SA31 2AF,Wales,-4.2833874,51.8673069,W11000025,-1.364551584439131,SA31,Carmarthenshire,966.9665478790665,385615,377288.925741486,NA,NA,2084.7981357520057,870.8522706456829,NA,7626.768785098577,2524.7652157074144,4165.559876275062,311.8115314362874,1282.5645839984506,313.8297290507617,832.5065159706702,1424.8475158188926,NA,NA,NA,NA,NA,NA,NA,NA,393.54853482249865,511.6130952692483,366706.50654998975,730.5875364397154,Hywel Dda University Health Board,385615,1.009098807237176,97.84083236945814,NA,NA,0.5406423857349962,0.22583464612260493,NA,1.9778195311641342,0.6547372938571929,1.080238029193642,0.08086084084807059,0.33260235831034857,0.0813842119862458,0.21589059449727585,0.3695000235517012,NA,NA,NA,NA,NA,NA,NA,NA,0.10205737194416675,0.1326745835274168,95.0965358064364,0.1894603520194275,764.8968958857795,273.4657767612747,883.9705551397662,602.4319879205941,376.3938550994667,247.22920777310813,106.96447356714066,NA,NA,0.19835766136840619,0.07091678922274151,0.22923655852074382,0.15622628474530142,0.09760871726967744,0.06411296442646373,0.02773867032328635,97.84083236945814,1.080238029193642,0.1894603520194275,0.8894692493287765,NA,3,3
"Morriston Hospital, Swansea",morriston_hospital,7A3YA,Abertawe Bro Morgannwg University Lhb Bridgend Locality Office,CF31 3TP,Wales,-3.5506886,51.5024646,W11000030,-0.1734192073994886,CF31,Bridgend,816.2126795517786,445190,433681.1251926933,NA,NA,1068.898135137716,174.6069396886894,NA,5256.428045236893,2988.0561504986154,5657.264845913537,481.3078250549091,1251.0966808998267,229.2665034173226,1799.210639400843,1896.3831971406355,NA,NA,NA,NA,NA,NA,NA,NA,291.5176732193771,368.95205516827417,427181.19207263005,2203.084082506855,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,97.41483977463405,NA,NA,0.24009931380707472,0.039220768590644314,NA,1.1807156596592225,0.6711867181425044,1.2707529023368758,0.10811290124551519,0.2810253332060079,0.05149857441032427,0.40414444156446533,0.425971651910563,NA,NA,NA,NA,NA,NA,NA,NA,0.06548163103829312,0.08287518928283973,95.95480403257712,0.4948637845654339,1068.898135137716,361.36044909485287,866.96141358471,690.8361526813363,1910.0480880727937,165.49701240058388,127.53898203347748,NA,NA,0.24009931380707472,0.08116993847455084,0.19473964230659044,0.15517782355428836,0.42904110336548296,0.037174467620697656,0.028648213579253234,97.41483977463405,1.2707529023368758,0.4948637845654339,0.8195435384636373,NA,7,7
University Hospital of Wales,university_hospitad,7A4BV,University Hospital Of Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,0.2852880774520998,CF14,Cardiff,1040.481217191601,496413,436020.8099808224,NA,NA,3347.76624910568,569.5195565019707,NA,14935.702907968656,12321.376973324923,31367.708119366842,6903.585767929792,8881.142604344384,5210.788709766186,4856.6778416090565,5515.513195717424,NA,NA,NA,NA,NA,NA,NA,NA,5128.8283307861975,2443.0497580573465,417167.8212672461,9131.226837642298,Cardiff and Vale University Health Board,496413,1.0507740894870308,87.83428515788717,NA,NA,0.6743913332458417,0.11472696252958134,NA,3.008725176006401,2.4820818498558506,6.318873220356204,1.3906939922866226,1.789063260701147,1.0496882051368892,0.978354281940452,1.111073480291093,NA,NA,NA,NA,NA,NA,NA,NA,1.0331776828540342,0.49214056804663586,84.03644168610533,1.8394415210001145,4486.8053621096215,2089.9896639897042,3036.7371186175187,2707.8448286080784,5651.063053261251,1653.9184168525865,1826.2453675284594,NA,NA,0.9038452583050045,0.4210183182127995,0.6117360179160334,0.5454822554220132,1.138379344066584,0.3331738727335075,0.36788830420002283,87.83428515788717,6.318873220356204,1.8394415210001145,4.00740010075652,NA,4,4
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4H1,Noahs Ark Childrens Hospital For Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,0.2852880774520998,CF14,Cardiff,1040.481217191601,496413,436020.8099808224,NA,NA,3347.76624910568,569.5195565019707,NA,14935.702907968656,12321.376973324923,31367.708119366842,6903.585767929792,8881.142604344384,5210.788709766186,4856.6778416090565,5515.513195717424,NA,NA,NA,NA,NA,NA,NA,NA,5128.8283307861975,2443.0497580573465,417167.8212672461,9131.226837642298,Cardiff and Vale University Health Board,496413,1.0507740894870308,87.83428515788717,NA,NA,0.6743913332458417,0.11472696252958134,NA,3.008725176006401,2.4820818498558506,6.318873220356204,1.3906939922866226,1.789063260701147,1.0496882051368892,0.978354281940452,1.111073480291093,NA,NA,NA,NA,NA,NA,NA,NA,1.0331776828540342,0.49214056804663586,84.03644168610533,1.8394415210001145,4486.8053621096215,2089.9896639897042,3036.7371186175187,2707.8448286080784,5651.063053261251,1653.9184168525865,1826.2453675284594,NA,NA,0.9038452583050045,0.4210183182127995,0.6117360179160334,0.5454822554220132,1.138379344066584,0.3331738727335075,0.36788830420002283,87.83428515788717,6.318873220356204,1.8394415210001145,4.00740010075652,NA,4,4
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B1,The Royal Glamorgan Hospital,CF72 8XR,Wales,-3.3905151,51.5479884,W11000030,-0.1734192073994886,CF72,Rhondda Cynon Taf,816.2126795517786,445190,433681.1251926933,NA,NA,1068.898135137716,174.6069396886894,NA,5256.428045236893,2988.0561504986154,5657.264845913537,481.3078250549091,1251.0966808998267,229.2665034173226,1799.210639400843,1896.3831971406355,NA,NA,NA,NA,NA,NA,NA,NA,291.5176732193771,368.95205516827417,427181.19207263005,2203.084082506855,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,97.41483977463405,NA,NA,0.24009931380707472,0.039220768590644314,NA,1.1807156596592225,0.6711867181425044,1.2707529023368758,0.10811290124551519,0.2810253332060079,0.05149857441032427,0.40414444156446533,0.425971651910563,NA,NA,NA,NA,NA,NA,NA,NA,0.06548163103829312,0.08287518928283973,95.95480403257712,0.4948637845654339,1068.898135137716,361.36044909485287,866.96141358471,690.8361526813363,1910.0480880727937,165.49701240058388,127.53898203347748,NA,NA,0.24009931380707472,0.08116993847455084,0.19473964230659044,0.15517782355428836,0.42904110336548296,0.037174467620697656,0.028648213579253234,97.41483977463405,1.2707529023368758,0.4948637845654339,0.8195435384636373,NA,7,7
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B3,Prince Charles Hospital Site,CF47 9DT,Wales,-3.3861006,51.7643331,W11000030,-0.1734192073994886,CF47,Merthyr Tydfil,816.2126795517786,445190,433681.1251926933,NA,NA,1068.898135137716,174.6069396886894,NA,5256.428045236893,2988.0561504986154,5657.264845913537,481.3078250549091,1251.0966808998267,229.2665034173226,1799.210639400843,1896.3831971406355,NA,NA,NA,NA,NA,NA,NA,NA,291.5176732193771,368.95205516827417,427181.19207263005,2203.084082506855,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,97.41483977463405,NA,NA,0.24009931380707472,0.039220768590644314,NA,1.1807156596592225,0.6711867181425044,1.2707529023368758,0.10811290124551519,0.2810253332060079,0.05149857441032427,0.40414444156446533,0.425971651910563,NA,NA,NA,NA,NA,NA,NA,NA,0.06548163103829312,0.08287518928283973,95.95480403257712,0.4948637845654339,1068.898135137716,361.36044909485287,866.96141358471,690.8361526813363,1910.0480880727937,165.49701240058388,127.53898203347748,NA,NA,0.24009931380707472,0.08116993847455084,0.19473964230659044,0.15517782355428836,0.42904110336548296,0.037174467620697656,0.028648213579253234,97.41483977463405,1.2707529023368758,0.4948637845654339,0.8195435384636373,NA,7,7
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A111H,University Hospital Crosshouse,KA2 0BE,Scotland,-4.5401309,55.6135442,S08000015,-0.025508140941622744,KA2,East Ayrshire,2643.6560590094837,369670,365396.72432247293,338588.8437352828,20486.993647514664,2460.101067131909,213.663783876354,848.7200303977395,2798.4020582694698,844.7632936592885,2722.2348760542877,533.1702755062722,786.4014267671362,44.513288307573745,896.2008712591514,461.9490142141542,250.26359870702572,240.37175686089824,9.8918418461275,179.04233741490773,113.75618123046624,53.4159459690885,11.870210215353,276.97157169157,169.15049556878023,107.82107612278975,359075.83738279744,429.3059361219335,Ayrshire and Arran,369670,0.9891841846127499,98.84402962709252,91.59218863723937,5.541968146594169,0.6654857216252088,0.05779851864537398,0.22958856017467996,0.7570000428137176,0.22851821723680268,0.7363959412595796,0.14422871087896563,0.21273065890311255,0.012041358051119578,0.24243267542920752,0.1249625379971743,0.06769919082073897,0.06502333347604572,0.00267585734469324,0.04843301793894764,0.03077235946397226,0.014449629661343494,0.003211028813631888,0.0749240056514107,0.045757160594254394,0.029166845057156315,97.13415678383353,0.11613220875968662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.84402962709252,0.7363959412595796,0.11613220875968662,0.3034422228882134,1,1,NA
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A210H,University Hospital Ayr,KA6 6DX,Scotland,-4.5939607,55.428935,S08000015,-0.5392163323203861,KA6,East Ayrshire,3124.622586439156,369670,365396.72432247293,338588.8437352828,20486.993647514664,2460.101067131909,213.663783876354,848.7200303977395,2798.4020582694698,844.7632936592885,2722.2348760542877,533.1702755062722,786.4014267671362,44.513288307573745,896.2008712591514,461.9490142141542,250.26359870702572,240.37175686089824,9.8918418461275,179.04233741490773,113.75618123046624,53.4159459690885,11.870210215353,276.97157169157,169.15049556878023,107.82107612278975,359075.83738279744,429.3059361219335,Ayrshire and Arran,369670,0.9891841846127499,98.84402962709252,91.59218863723937,5.541968146594169,0.6654857216252088,0.05779851864537398,0.22958856017467996,0.7570000428137176,0.22851821723680268,0.7363959412595796,0.14422871087896563,0.21273065890311255,0.012041358051119578,0.24243267542920752,0.1249625379971743,0.06769919082073897,0.06502333347604572,0.00267585734469324,0.04843301793894764,0.03077235946397226,0.014449629661343494,0.003211028813631888,0.0749240056514107,0.045757160594254394,0.029166845057156315,97.13415678383353,0.11613220875968662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.84402962709252,0.7363959412595796,0.11613220875968662,0.3034422228882134,1,1,NA
Borders General Hospital,borders_general_ho,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,-1.3371986376510818,TD6,Scottish Borders,3814.8522024729523,115270,113781.92675858435,90844.34065162027,18852.976903486433,776.4300518134716,64.78686221129358,1318.0077281110039,1925.3845613418812,319.88513216826203,742.0120312637218,125.52454553438132,186.26222885746904,45.5532624923158,202.45894441029245,182.2130499692632,209.54500746465268,200.43435496618952,9.11065249846316,92.11881970668306,53.6516202687275,30.368841661543865,8.098357776411698,124.51225081232985,63.774567489242116,60.73768332308773,109697.3175551067,301.66382717133575,Borders,115270,1.0122947220514622,98.70905418459647,78.81004654430491,16.355493106173707,0.6735751295336788,0.05620444366382717,1.143409150785984,1.6703258101343637,0.27750944059014665,0.6437165188372707,0.10889610959866514,0.16158777553350312,0.03951874945112848,0.1756388864494599,0.15807499780451392,0.18178624747519104,0.17388249758496532,0.007903749890225697,0.07991569333450425,0.04654430490910688,0.026345832967418985,0.007025555457978396,0.10801791516641786,0.05532624923157987,0.05269166593483797,95.16553965047862,0.2617019408096953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.70905418459647,0.6437165188372707,0.2617019408096953,0.3855273557565645,10,10,NA
Golden Jubilee National Hospital,golden_jubilee_nat,D102H,Golden Jubilee National Hospital,G81 4DY,Scotland,-4.4203539,55.9059298,S08000031,1.202392276795618,G81,West Dunbartonshire,2177.8489208633096,1174980,1089317.6088504442,996422.7570446214,44645.8469698568,18150.387272871118,667.1797285002241,10500.576162346053,18930.86167224874,4545.343462380337,60586.50399535852,27475.410183549142,12896.225869616814,555.8217186634669,12984.3439469659,6674.7022765632,13681.541921596034,13503.36910585722,178.17281573881166,2101.277229093594,975.108833961866,895.7057312956565,230.4626638360716,4747.724541127139,3158.6941572826286,1589.0303838445107,1041068.6040144782,15782.819150689627,Greater Glasgow and Clyde,1174980,0.9683305203196286,92.70945963764866,84.80338023154619,3.799711226561882,1.5447401039056934,0.05678221999525303,0.8936812679659274,1.6111645876737253,0.38684432606345104,5.156385980642949,2.3383725836651807,1.097569819879216,0.047304781244231126,1.105069358369155,0.5680694374851657,1.1644063662016404,1.1492424642000052,0.015163902001635064,0.17883514860623959,0.08298939845460059,0.07623157256256757,0.01961417758907144,0.40406854083704735,0.2688296104855086,0.1352389303515388,88.60309145810807,1.3432415148078798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.70945963764866,5.156385980642949,1.3432415148078798,0.7909128669004983,2,2,NA
Victoria Hospital Kirkcaldy,victoria_hospital,F701H,Cameron Hospital,KY8 5RR,Scotland,-3.0606955,56.1866783,S08000029,0.17353695425601268,KY8,Fife,2600.282911392405,371910,363103.05779330665,318708.8589477489,32042.27909243753,2301.536700639105,321.80778646104307,3114.203199360347,6614.37206665973,1280.1024923466175,5853.64290056353,1936.9569931927338,1085.5920897704807,120.16873038735152,1766.8876883224991,944.0373988904649,716.9388660397922,696.5712846182071,20.367581421585005,429.7559679954436,238.30070263254456,143.5914490221743,47.86381634072476,526.5019797479723,304.4953422526958,222.00663749527655,350751.13804018643,1146.6948340352358,Fife,371910,1.0183790710792502,97.6319695069524,85.6951571476295,8.615600304492359,0.6188423813931073,0.0865284037700097,0.8373539833186381,1.7784872863487753,0.34419684664209554,1.5739407116139736,0.520813366995438,0.2918964506925011,0.03231123938247197,0.4750847485473633,0.25383490599619934,0.19277214004457857,0.18729565879331211,0.0054764812512664365,0.1155537544017218,0.06407483063981731,0.03860919282142838,0.012869730940476127,0.14156704034523737,0.08187339470643323,0.05969364563880416,94.31075745212186,0.30832589444630043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6319695069524,1.5739407116139736,0.30832589444630043,0.48576388698733297,6,6,NA
Victoria Hospital Kirkcaldy,victoria_hospital,F704H,Victoria Hospital,KY2 5AH,Scotland,-3.1601871,56.1244623,S08000029,0.17353695425601268,KY2,Fife,2600.282911392405,371910,363103.05779330665,318708.8589477489,32042.27909243753,2301.536700639105,321.80778646104307,3114.203199360347,6614.37206665973,1280.1024923466175,5853.64290056353,1936.9569931927338,1085.5920897704807,120.16873038735152,1766.8876883224991,944.0373988904649,716.9388660397922,696.5712846182071,20.367581421585005,429.7559679954436,238.30070263254456,143.5914490221743,47.86381634072476,526.5019797479723,304.4953422526958,222.00663749527655,350751.13804018643,1146.6948340352358,Fife,371910,1.0183790710792502,97.6319695069524,85.6951571476295,8.615600304492359,0.6188423813931073,0.0865284037700097,0.8373539833186381,1.7784872863487753,0.34419684664209554,1.5739407116139736,0.520813366995438,0.2918964506925011,0.03231123938247197,0.4750847485473633,0.25383490599619934,0.19277214004457857,0.18729565879331211,0.0054764812512664365,0.1155537544017218,0.06407483063981731,0.03860919282142838,0.012869730940476127,0.14156704034523737,0.08187339470643323,0.05969364563880416,94.31075745212186,0.30832589444630043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6319695069524,1.5739407116139736,0.30832589444630043,0.48576388698733297,6,6,NA
