redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,tds_mean,postcode_start,city,imd_average_postcodes_new
East Suffolk and North Essex NHFT,east_suffolk_and_n,RDEE4,Colchester General Hospital,CO4 5JL,England,0.8991968035697937,51.910163879394531,E38000117,-0.7342190607179743,CO4,Colchester,15160.997088568802
Frimley Health NHSFT,frimley_health_nhs,RDU01,Frimley Park Hospital,GU16 7UJ,England,-0.74201440811157227,51.319667816162109,E38000178,-1.0891181312169607,GU16,Surrey Heath,23395.86397680599
Frimley Health NHSFT,frimley_health_nhs,RDU50,Wexham Park Hospital,SL2 4HL,England,-0.57397794723510742,51.532009124755859,E38000224,0.0784302046119443,SL2,South Buckinghamshire,21385.920798420237
Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,royal_bournemouth,RDZ20,Royal Bournemouth Hospital,BH7 7DW,England,-1.8205056190490723,50.747486114501953,E38000045,-0.9709586146820578,BH7,Bournemouth,17930.24531962363
Royal Cornwall,royal_cornwall,REF12,Royal Cornwall Hospital (Treliske),TR1 3LQ,England,-5.0942482948303223,50.26654052734375,E38000089,-1.1106077720448335,TR1,Cornwall,12897.27258661031
Aintree University Hospital,aintree_university,REM21,Aintree University Hospital,L9 7AL,England,-2.9310894012451172,53.466327667236328,E38000101,2.94159140577737,L9,Liverpool,8532.415682677978
Royal Liverpool & Broadgreen University Hospitals NHSFT,royal_liverpool__b,REMRQ,Royal Liverpool University Hospital,L7 8XP,England,-2.9647941589355469,53.409511566162109,E38000101,2.94159140577737,L7,Liverpool,8532.415682677978
Liverpool Women's Hospital,liverpool_womens_h,REP01,Liverpool Women's Nhs Foundation Trust,L8 7SS,England,-2.9600625038146973,53.398464202880859,E38000101,2.94159140577737,L8,Liverpool,8532.415682677978
Barking Havering and Redbridge University NHST,barking_havering_a,RF4QH,Queen's Hospital,RM7 0AG,England,0.18040530383586884,51.569427490234375,E38000077,0.656875976757141,RM7,Havering,17377.669380896987
Barnsley Hospital,barnsley_hospital,RFFAA,Barnsley Hospital,S75 2EP,England,-1.4994779825210571,53.559135437011719,E38000006,0.045752345664667855,S75,Barnsley,11442.053850676073
The Rotherham NHSFT,the_rotherham_nhsf,RFRPA,Rotherham Hospital,S60 2UD,England,-1.3428654670715332,53.413974761962891,E38000141,0.3147685246315676,S60,Rotherham,11292.651270456503
Chesterfield Royal Hospital NHSFT,chesterfield_royal,RFSDA,Chesterfield Royal Hospital,S44 5BL,England,-1.4000365734100342,53.236217498779297,E38000229,-0.5541534844335485,S44,Bolsover,16683.44550388734
Royal Papworth Hospital NHSFT,royal_papworth_hos,RGM21,Royal Papworth Hospital,CB2 0AY,England,0.13618962466716766,52.172386169433594,E38000026,-0.732581452258259,CB2,Cambridge,20399.11658448095
North West Anglia NHSFT,north_west_anglia,RGN80,Peterborough City Hospital,PE3 9GZ,England,-0.2785687,52.5837926,E38000026,-0.732581452258259,PE3,Peterborough,20399.11658448095
North West Anglia NHSFT,north_west_anglia,RGN90,Hinchingbrooke Hospital,PE29 6NT,England,-0.20266403257846832,52.333351135253906,E38000026,-0.732581452258259,PE29,Huntingdonshire,20399.11658448095
James Paget University Hospitals,james_paget_univer,RGP75,James Paget University Hospital,NR31 6LA,England,1.7179944515228271,52.561668395996094,E38000063,-0.15019446646445753,NR31,Norfolk,11522.821886691609
West Suffolk Hospital,west_suffolk_hospi,RGR50,West Suffolk Hospital,IP33 2QZ,England,0.70919018983840942,52.231662750244141,E38000204,-1.2934510839325346,IP33,St Edmundsbury,19425.504425734023
Addenbrookes Hospital,addenbrookes_hospi,RGT01,Addenbrooke's,CB2 0QQ,England,0.14075323939323425,52.175132751464844,E38000026,-0.732581452258259,CB2,Cambridge,20399.11658448095
Royal Devon and Exeter Hospital,royal_devon_and_ex,RH801,Royal Devon And Exeter Hospital (Wonford),EX2 5DW,England,-3.5066664218902588,50.716709136962891,E38000230,-0.9462035169519096,EX2,Exeter,15893.936825769333
University Hospital Southampton NHS Foundation Trust,queen_elizabeth_un,RHM01,Southampton General Hospital,SO16 6YD,England,-1.4350899457931519,50.933021545410156,E38000167,1.3089719254707208,SO16,Southampton,11901.366624436936
Sheffield Teaching Hospitals NHS Foundation Trust,sheffield_teaching,RHQHH,Royal Hallamshire Hospital,S10 2JF,England,-1.4933162927627563,53.37835693359375,E38000146,1.4158899028389818,S10,Sheffield,14145.211985453012
Portsmouth Hospitals NHS Trust,portsmouth_hospita,RHU03,Queen Alexandra Hospital,PO6 3LY,England,-1.0699176788330078,50.850299835205078,E38000137,1.9459723881733788,PO6,Hampshire,10609.646244751983
Royal Berkshire Hospital,royal_berkshire_ho,RHW01,Royal Berkshire Hospital,RG1 5AN,England,-0.95931577682495117,51.451023101806641,E38000221,-0.8465626872550704,RG1,Berkshire,22572.339001565742
Guys and St Thomas,guys_and_st_thomas,RJ122,St Thomas',SE1 7EH,England,-0.11889063566923141,51.497959136962891,E38000092,4.540694344534207,SE1,Southwark,11592.460686066679
Lewisham and Greenwich NHS Trust,lewisham_and_green,RJ224,University Hospital Lewisham,SE13 6LH,England,-0.01703643798828125,51.454330444335938,E38000098,4.080341077194303,SE13,Lewisham,10285.086181818182
Lewisham and Greenwich NHS Trust,lewisham_and_green,RJ231,Queen Elizabeth Hospital,SE18 4QH,England,5.0057109445333481E-2,51.478191375732422,E38000066,3.573914008136861,SE18,Greenwich,12165.7978362878
Croydon Health Services NHS Trust,croydon_health_ser,RJ611,Croydon University Hospital,CR7 7YE,England,-0.10876881331205368,51.389129638671875,E38000040,1.7781269902773813,CR7,Croydon,14858.864456213063
Warwick Hospital,warwick_hospital,RJC02,Warwick Hospital,CV34 5BW,England,-1.5832006931304932,52.289951324462891,E38000164,-1.5624306047376955,CV34,Warwick,21871.793546802062
University Hospitals of North Midlands NHST,university_hospitam,RJE01,Royal Stoke University Hospital,ST4 6QG,England,-2.2120518684387207,53.003158569335938,E38000175,1.6764429421788385,ST4,Staffordshire,8590.265838099429
University Hospitals of North Midlands NHST,university_hospitam,RJE09,County Hospital,ST16 3SA,England,-2.0977704524993896,52.811294555664063,E38000173,-1.730033852295302,ST16,Staffordshire,21813.790313803736
Northern Lincolnshire and Goole NHSFT,northern_lincolnsh,RJL30,Diana,DN33 2BA,England,-0.095144,53.544828,E38000119,0.48670164702215873,DN33,North East Lincolnshire,11304.308040960215
Northern Lincolnshire and Goole NHSFT,northern_lincolnsh,RJL32,Scunthorpe General Hospital,DN15 7BH,England,-0.66758406162261963,53.58758544921875,E38000122,-0.8920203361850594,DN15,North Lincolnshire,15193.712903225807
Macclesfield District General Hospital,macclesfield_distr,RJN71,Macclesfield District General Hospital,SK10 3BL,England,-2.1410596370697021,53.262325286865234,E38000056,-1.7703112113079165,SK10,Cheshire East,21936.05326120878
Countess Of Chester Hospital,countess_of_cheste,RJR05,Countess Of Chester Hospital,CH2 1HJ,England,-2.8990099430084229,53.211772918701172,E38000196,-1.283603738783282,CH2,Cheshire West and Chester,17594.426404361224
King's College Hospital,kings_college_hosp,RJZ01,King's College Hospital,SE5 9RS,England,-9.3901388347148895E-2,51.46807861328125,E38000092,4.540694344534207,SE5,Lambeth,11592.460686066679
Sherwood Forest Hospitals NHSFT,sherwood_forest_ho,RK5BC,King's Mill Hospital,NG17 4JL,England,-1.2335661649703979,53.134555816650391,E38000103,-0.022893129623675224,NG17,Ashfield,10923.991018501885
University Hospital Plymouth,university_hospitae,RK950,Derriford Hospital,PL6 8DH,England,-4.1136713027954102,50.416728973388672,E38000230,-0.9462035169519096,PL6,Plymouth,15893.936825769333
University Hospitals Coventry and Warwickshire,university_hospitai,RKB01,University Hospital (Coventry),CV2 2DX,England,-1.4383885860443115,52.421215057373047,E38000038,1.271060675231041,CV2,Coventry,14598.659818634138
Whittington Health NHST,whittington_health,RKEQ4,The Whittington Hospital,N19 5NF,England,-0.13862308859825134,51.566310882568359,E38000088,4.5367257516734645,N19,Islington,11430.650559318165
The Royal Wolverhampton NHST,the_royal_wolverha,RL403,New Cross Hospital,WV10 0QP,England,-2.0955405235290527,52.599727630615234,E38000210,2.577820229620225,WV10,Wolverhampton,8069.9837455009865
Hereford Hospital,hereford_hospital,RLQ01,The County Hospital,HR1 2ER,England,-2.7058348,52.0574483,E38000078,-1.2549485171102726,HR1,Hereford,15622.627677702045
George Eliot Hospital,george_eliot_hospi,RLT01,George Eliot Hospital,CV10 7DJ,England,-1.4784245491027832,52.512584686279297,E38000195,-0.6463985156566265,CV10,Nuneaton & Bedworth,14012.218639262934
Norfolk and Norwich University Hospital NHSFT,norfolk_and_norwic,RM102,Norfolk And Norwich University Hospital,NR4 7UY,England,1.2210814952850342,52.618083953857422,E38000219,-1.593346057296237,NR4,Norfolk,18040.841488114274
Salford Royal NHSFT,salford_royal_nhsf,RM301,Salford Royal,M6 8HD,England,-2.3234095573425293,53.487548828125,E38000143,1.6434055054175725,M6,Salford,9172.949604743082
Bolton NHST,bolton_nhst,RMC01,Royal Bolton Hospital,BL4 0JR,England,-2.4298787117004395,53.553962707519531,E38000016,0.7836458040842943,BL4,Bolton,10702.879579548933
Tameside Hospital Integrated Care NHSFT,tameside_hospital,RMP01,Tameside & Glossop Integrated Care Nhs Foundation Trust,OL6 9RW,England,-2.0714185237884521,53.491535186767578,E38000182,0.9702490238891366,OL6,Tameside,9888.123170849889
Norfolk and Suffolk NHS Foundation Trust,norfolk_and_suffol,RMY01,Wellbeing Norfolk & Waveney,NR6 5BE,England,1.2508863210678101,52.659530639648437,E38000218,-0.3256597623756753,NR6,Norfolk,17250.12051530683
Great Western NHS FT,great_western_nhs,RN325,The Great Western Hospital,SN3 6BB,England,-1.727185845375061,51.538532257080078,E38000181,-0.7089409614137444,SN3,Swindon,18353.7880794702
Royal Hampshire County Hospital,royal_hampshire_co,RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,-1.1099036931991577,51.280635833740234,E38000120,-1.1052530619133678,RG24,Hampshire,21839.157816202933
Royal Hampshire County Hospital,royal_hampshire_co,RN541,Royal Hampshire County Hospital,SO22 5DG,England,-1.3291560411453247,51.061710357666016,E38000198,-1.8035929887939162,SO22,Winchester,22887.71798201474
Dartford and Gravesham NHS Trust,dartford_and_grave,RN707,Darent Valley Hospital,DA2 8DA,England,0.2586592435836792,51.434951782226563,E38000043,-0.07062724620509174,DA2,Dartford,16861.133497027655
The Dudley Group NHSFT,the_dudley_group_n,RNA01,Russells Hall Hospital,DY1 2HQ,England,-2.1185030937194824,52.502948760986328,E38000046,0.35841630940225333,DY1,Dudley,13015.319021518473
Kettering General Hospital NHSFT,kettering_general,RNQ51,Kettering General Hospital,NN16 8UZ,England,-0.74152910709381104,52.401145935058594,E38000108,-0.5814874469736742,NN16,Kettering,17170.27343253211
Northampton General Hospital NHS Trust,northampton_genera,RNS01,Northampton General Hospital (Acute),NN1 5BD,England,-0.88382947444915771,52.236053466796875,E38000108,-0.5814874469736742,NN1,Northampton,17170.27343253211
Doncaster and Bassetlaw Teaching Hospitals NHFT,doncaster_and_bass,RP5BA,Bassetlaw Hospital,S81 0BD,England,-1.1098852157592773,53.317676544189453,E38000008,-0.734268418277534,S81,Bassetlaw,14168.37626151821
Doncaster and Bassetlaw Teaching Hospitals NHFT,doncaster_and_bass,RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,-1.1092113256454468,53.530754089355469,E38000044,0.8224480437761589,DN2,Doncaster,10402.434285155487
Great Ormond Street Hospital,great_ormond_stree,RP401,Great Ormond Street Hospital,WC1N 3JH,England,-0.11990952491760254,51.522209167480469,E38000027,4.9936313463509014,WC1N,Camden,16052.945986403043
Medway NHSFT,medway_nhsft,RPA02,Medway Maritime Hospital,ME7 5NY,England,0.54207605123519897,51.379859924316406,E38000104,0.39101485180883244,ME7,Medway,13904.973744706595
The Royal Marsden NHST,the_royal_marsden,RPY01,The Royal Marsden Hospital (London),SW3 6JJ,England,-0.17255078256130219,51.490562438964844,E38000202,3.6833235765625165,SW3,Kensington and Chelsea,16902.72077979619
The Royal Marsden NHST,the_royal_marsden,RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,-0.19110026955604553,51.343479156494141,E38000179,0.7854452208359743,SM2,Sutton,20158.11244099798
Mid and South Essex University Hospitals Group,mid_and_south_esseb,RQ8L0,Broomfield Hospital,CM1 7ET,England,0.46673330664634705,51.774612426757812,E38000106,-1.2402368144672706,CM1,Chelmsford,20366.327294161445
BirminghamWomens Childrens Hospital,birminghamwomens_c,RQ301,Birmingham Children's Hospital,B4 6NH,England,-1.8937397003173828,52.484897613525391,E38000220,1.6044457153363676,B4,Birmingham,11080.681511230106
Chelsea & Westminster Hospital,chelsea__westminst,RQM01,Chelsea And Westminster Hospital,SW10 9NH,England,-0.18162970244884491,51.484310150146484,E38000202,3.6833235765625165,SW10,Kensington and Chelsea,16902.72077979619
The Princess Alexandra Hospital,the_princess_alexa,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,8.5471294820308685E-2,51.771530151367188,E38000197,-0.6309830884721978,CM20,Harlow,19791.474051191526
Homerton University Hospital,homerton_universit,RQXM1,Homerton University Hospital,E9 6SR,England,-4.6084355562925339E-2,51.550632476806641,E38000035,4.703750131040954,E9,Hackney,14048.93409174312
Gateshead Health NHSFT,gateshead_health_n,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5807654857635498,54.939384460449219,E38000212,1.6444674032131783,NE9,Gateshead,11562.254756871036
The Leeds Teaching Hospitals NHST,the_leeds_teaching,RR801,Leeds General Infirmary,LS1 3EX,England,-1.552119255065918,53.801460266113281,E38000225,1.0219069128551697,LS1,Leeds,13247.011868043448
The Leeds Teaching Hospitals NHST,the_leeds_teaching,RR813,St James's Hospital,LS9 7TF,England,-1.5203437805175781,53.806873321533203,E38000225,1.0219069128551697,LS9,Leeds,13247.011868043448
Royal Albert Edward Infirmary,royal_albert_edwar,RRF02,Royal Albert Edward Infirmary,WN1 2NN,England,-2.6290764808654785,53.557743072509766,E38000205,0.3090795813707732,WN1,Wigan,12319.212774372158
Cambridge and Peterborough NHS Foundation Trust,cambridge_and_pete,RT113,Fulbourn Hospital,CB21 5EF,England,0.18831537663936615,52.184490203857422,E38000026,-0.732581452258259,CB21,Cambridge,20399.11658448095
Royal Brompton and Harefield NHFT,royal_brompton_and,RT301,Harefield Hospital,UB9 6JH,England,-0.4827539324760437,51.606731414794922,E38000082,1.670894113985834,UB9,South Buckinghamshire,16408.8142044907
Royal Brompton and Harefield NHFT,royal_brompton_and,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.1708405464887619,51.489742279052734,E38000202,3.6833235765625165,SW3,Kensington and Chelsea,16902.72077979619
The Newcastle upon Tyne Hospitals NHSFT,the_newcastle_upon,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6188395023345947,54.980216979980469,E38000212,1.6444674032131783,NE1,Newcastle,11562.254756871036
Gloucester Royal Hospital,gloucester_royal_h,RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,-2.2320585250854492,51.866382598876953,E38000062,-1.2405148320495687,GL1,Gloucester,20023.890195388136
Northumbria Healthcare NHS Trust,northumbria_health,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5696691274642944,55.074069976806641,E38000130,-1.0911583822434996,NE23,Northumberland,16652.272830046477
Northumbria Healthcare NHS Trust,northumbria_health,RTFED,Wansbeck General Hospital,NE63 9JJ,England,-1.5465863943099976,55.184310913085938,E38000130,-1.0911583822434996,NE63,Northumberland,16652.272830046477
Northumbria Healthcare NHS Trust,northumbria_health,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.4673244953155518,55.025241851806641,E38000127,0.2366436957366364,NE29,North Tyneside,14507.718213538032
University Hospitals of Derby and Burton NHFT,university_hospitaj,RTG02,Burton Hospital,DE13 0RB,England,-1.6563690900802612,52.817779541015625,E38000053,-0.7475058894814636,DE13,East Staffordshire,17141.81754300945
Oxford University Hospitals NHSFT,oxford_university,RTH08,John Radcliffe Hospital,OX3 9DU,England,-1.2197920083999634,51.763874053955078,E38000136,-1.0971447800110636,OX3,Oxford,22969.782424142843
Ashford and St Peters Hospital NHSFT,ashford_and_st_pet,RTK01,St Peter's Hospital,KT16 0PZ,England,-0.52704602479934692,51.377834320068359,E38000128,-1.122346406059017,KT16,Runnymede,23914.534108832806
Surrey and Sussex Healthcare NHST,surrey_and_sussex,RTP04,East Surrey Hospital,RH1 5RH,England,-0.16199502348899841,51.219192504882812,E38000054,-1.3390071082933352,RH1,Reigate and Banstead,24088.137776571195
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ01,Charlton Lane Hospital,GL53 9DZ,England,-2.0736736,51.8810587,E38000062,-1.2405148320495687,GL53,Tewkesbury,20023.890195388136
South Tees Hospital NHS Foundation Trust,south_tees_hospita,RTRAT,The James Cook University Hospital,TS4 3BW,England,-1.2147899866104126,54.5517578125,E38000162,1.5977367186306726,TS4,Middlesbrough,9324.290838169536
University Hospitals Of Morecambe Bay,university_hospital,RTX02,Royal Lancaster Infirmary,LA1 4RP,England,-2.7992172241210937,54.042732238769531,E38000228,-1.1585224555982556,LA1,Lancaster,16389.042569391568
University Hospitals Of Morecambe Bay,university_hospital,RTXBU,Furness General Hospital,LA14 4LF,England,-3.2078845500946045,54.136402130126953,E38000228,-1.1585224555982556,LA14,Barrow-in-Furness,16389.042569391568
University Hospitals Of Morecambe Bay,university_hospital,RTXBW,Westmorland General Hospital,LA9 7RG,England,-2.732536792755127,54.306709289550781,E38000228,-1.1585224555982556,LA9,South Lakeland,16389.042569391568
Southmead Hospital,southmead_hospital,RVJ01,Southmead Hospital,BS10 5NB,England,-2.5910003185272217,51.49481201171875,E38000222,-0.29553926527199337,BS10,Bristol,17490.317487720662
Epsom & St Helier NHSFT,epsom__st_helier_n,RVR05,St Helier Hospital,SM5 1AA,England,-0.18362735211849213,51.380313873291016,E38000179,0.7854452208359743,SM5,Sutton,20158.11244099798
East Kent Hospitals NHSFT,east_kent_hospital,RVV01,William Harvey Hospital (Ashford),TN24 0LZ,England,0.91622304916381836,51.141487121582031,E38000002,-0.39039041968852745,TN24,Ashford,15518.462574326688
East Kent Hospitals NHSFT,east_kent_hospital,RVV09,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,0.8362759957351174,CT9,Kent,10709.07911576498
East Kent Hospitals NHSFT,east_kent_hospital,RVVKC,Kent And Canterbury Hospital,CT1 3NG,England,1.0870975255966187,51.266586303710937,E38000029,-0.6330512901976478,CT1,Kent,18176.514700588024
University Hospital of North Tees,university_hospitac,RVWAE,University Hospital Of North Tees,TS19 8PE,England,-1.3475654125213623,54.582859039306641,E38000075,1.3477134232942412,TS19,Stockton-on-Tees,10645.315312738368
Southport and Ormskirk Hospital NHS Trust,southport_and_orms,RVY01,Southport And Formby District General Hospital,PR8 6PN,England,-2.9788076877593994,53.633560180664063,E38000170,-1.2378004546666668,PR8,Sefton,18240.736428395972
Merseycare NHS Foundation Trust,merseycare_nhs_fou,RW404,Ashworth Hospital,L31 1HW,England,-2.9153599739074707,53.518672943115234,E38000161,0.7064193132689106,L31,Sefton,9906.12668762715
Fairfield General Hospital,fairfield_general,RW601,Fairfield General Hospital,BL9 7TD,England,-2.2556078433990479,53.600425720214844,E38000024,-0.2032971343743102,BL9,Bury,13134.957027122226
The Royal Oldham Hospital,the_royal_oldham_h,RW603,Royal Oldham Hospital,OL1 2JH,England,-2.1218161582946777,53.553253173828125,E38000135,1.8082607020549422,OL1,Oldham,9508.521052631579
Hull University Teaching Hospitals,hull_university_te,RWA01,Hull Royal Infirmary,HU3 2JZ,England,-0.35816898941993713,53.744434356689453,E38000085,2.552530733456664,HU3,Kingston upon Hull,7480.3724027092185
Hull University Teaching Hospitals,hull_university_te,RWA16,Castle Hill Hospital,HU16 5JQ,England,-0.44496947526931763,53.7767333984375,E38000052,-1.5252833680793567,HU16,East Riding of Yorkshire,19632.143464077082
United Lincolnshire Hospital NHST,united_lincolnshir,RWDDA,Lincoln County Hospital,LN2 5QY,England,-0.51962018013000488,53.233577728271484,E38000100,-0.7013869636014075,LN2,West Lindsey,16873.8717120443
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLA,Pilgrim Hospital,PE21 9QS,England,-9.9528534337878227E-3,52.991127014160156,E38000099,-0.6789454026912778,PE21,Boston,11514.497538885607
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLP,Grantham And District Hospital,NG31 8DG,England,-0.64069914817810059,52.921089172363281,E38000165,-0.8460108933008236,NG31,South Kesteven,18096.817511920242
University Hospitals of Leicester,university_hospitak,RWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1359461545944214,52.626785278320313,E38000097,3.754855743517658,LE1,Leicester,9319.274472372468
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWF03,Maidstone Hospital,ME16 9QQ,England,0.48398822546005249,51.273662567138672,E38000199,-1.1439600191493164,ME16,Maidstone,20938.873874294248
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWFTW,Tunbridge Wells Hospital At Pembury,TN2 4QJ,England,0.30748459696769714,51.148452758789063,E38000199,-1.1439600191493164,TN2,Tunbridge Wells,20938.873874294248
West Hertfordshire Hospitals NHST,west_hertfordshire,RWG02,Watford General Hospital,WD18 0HB,England,-0.40527793765068054,51.648590087890625,E38000079,-0.47189668740813423,WD18,Watford,22728.121945432977
East and North Hertfordshire NHST,east_and_north_her,RWH01,Lister Hospital,SG1 4AB,England,-0.21271154284477234,51.924610137939453,E38000049,-0.541744995533792,SG1,Stevenage,21159.524590163935
Stockport NHSFT,stockport_nhsft,RWJ09,Stepping Hill Hospital,SK2 7JE,England,-2.132004976272583,53.383781433105469,E38000174,-0.718200525843753,SK2,Stockport,15881.710380924687
Worcestershire Acute Hospitals NHS Trust,worcestershire_acu,RWP50,Worcestershire Royal Hospital,WR5 1DD,England,-2.1793410778045654,52.191516876220703,E38000166,-1.381885032945201,WR5,Worcester,18026.18422939068
Devon Partnership NHS Trust,devon_partnership,RWV62,Wonford House,EX2 5AF,England,-3.5062844753265381,50.715400695800781,E38000230,-0.9462035169519096,EX2,Exeter,15893.936825769333
Warrington and Halton Teaching Hospitals NHS Foundation Trust,warrington_and_hal,RWWWH,Warrington Hospital,WA5 1QG,England,-2.6107027530670166,53.393978118896484,E38000194,-0.018768137689710203,WA5,Warrington,16683.142804518666
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RWY01,Huddersfield Royal Infirmary,HD3 3EA,England,-1.8163231611251831,53.655475616455078,E38000064,0.3338878268342915,HD3,Kirklees,15550.801026694046
NUH Nottingham University Hosptial,nuh_nottingham_uni,RX1CC,Nottingham University Hospitals Nhs Trust - City Campus,NG5 1PB,England,-1.1584131717681885,52.991237640380859,E38000132,3.2785971768079634,NG5,Nottingham,8126.121404813148
NUH Nottingham University Hosptial,nuh_nottingham_uni,RX1RA,Nottingham University Hospitals Nhs Trust - Queen's Medical Centre Campus,NG7 2UH,England,-1.1859418153762817,52.943801879882813,E38000132,3.2785971768079634,NG7,Nottingham,8126.121404813148
"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust",cumbria_northumber,RX4E4,St Nicholas Hospital,NE3 3XT,England,-1.6330841779708862,55.006488800048828,E38000212,1.6444674032131783,NE3,Newcastle,11562.254756871036
"Tees, Esk and Wear Valleys NHS Foundation Trust",tees_esk_and_wear,RX301,Tees,TS19 0EA,England,-1.3298017,54.5759759,E38000075,1.3477134232942412,TS19,Stockton-on-Tees,10645.315312738368
East Sussex Healthcare NHS Trust,east_sussex_health,RXC01,Conquest Hospital,TN37 7RD,England,0.56728416681289673,50.885166168212891,E38000076,0.030220124110404877,TN37,Hastings,12744.768688683156
East Sussex Healthcare NHS Trust,east_sussex_health,RXC02,Eastbourne District General Hospital,BN21 2UD,England,0.27112165093421936,50.786968231201172,E38000055,-0.6089879132322088,BN21,Eastbourne,17031.182467372568
Mid Yorkshire Hospitals NHST,mid_yorkshire_hosp,RXF05,Pinderfields Hospital,WF1 4DG,England,-1.4885402917861938,53.692420959472656,E38000190,0.34929793384907737,WF1,Wakefield,11787.635263246995
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH01,Royal Sussex County Hospital,BN2 5BE,England,-0.11816248297691345,50.819469451904297,E38000021,1.438939040664007,BN2,Brighton and Hove,13336.077162596088
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH09,Princess Royal Hospital,RH16 4EX,England,-0.09026799350976944,50.991096496582031,E38000083,-1.6486751980397767,RH16,Mid Sussex,25353.153130204762
Sandwell and West Birmingham NHST,sandwell_and_west,RXK01,Sandwell District General Hospital,B71 4HJ,England,-1.9888573884963989,52.528079986572266,E38000144,3.563859806594868,B71,Sandwell,6727.832876211373
Sandwell and West Birmingham NHST,sandwell_and_west,RXK02,City Hospital,B18 7QH,England,-1.9324921369552612,52.488632202148437,E38000144,3.563859806594868,B18,Birmingham,6727.832876211373
Blackpool Teaching Hospitals NHSFT,blackpool_teaching,RXL01,Blackpool Victoria Hospital,FY3 8NR,England,-3.0158531665802002,53.820606231689453,E38000015,2.0958453729815965,FY3,Blackpool,4666.687937587518
Royal Preston Hospital,royal_preston_hosp,RXN02,Royal Preston Hospital,PR2 9HT,England,-2.7068295478820801,53.791511535644531,E38000227,0.164363765873978,PR2,Preston,13689.163659961065
University Hospital of North Durham,university_hospitab,RXPCP,University Hospital Of North Durham,DH1 5TW,England,-1.5938187837600708,54.788501739501953,E38000116,-0.7281221053881309,DH1,County Durham,16013.41120354964
Darlington Memorial Hospital,darlington_memoria,RXPDA,Darlington Memorial Hospital,DL3 6HX,England,-1.5637173652648926,54.530376434326172,E38000042,0.8359019758411391,DL3,Darlington,11843.340080018828
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ02,Stoke Mandeville Hospital,HP21 8AL,England,-0.80199754238128662,51.797977447509766,E38000223,-1.4007615718219686,HP21,Aylesbury Vale,24818.613736558033
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ50,Wycombe Hospital,HP11 2TT,England,-0.75341349840164185,51.626441955566406,E38000223,-1.4007615718219686,HP11,Wycombe,24818.613736558033
East Lancashire Hospitals NHST,east_lancashire_ho,RXR20,Royal Blackburn Hospital,BB2 3HH,England,-2.4627013206481934,53.735565185546875,E38000014,1.7069579820742775,BB2,Blackburn with Darwen,8161.086487586487
The Royal Shrewsbury Hospital,the_royal_shrewsbu,RXWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.7937374114990234,52.709362030029297,E38000147,-1.4797351692141338,SY3,Shropshire,17586.457890541977
Imperial College Healthcare NHST,imperial_college_h,RYJ01,St Mary's Hospital (Hq),W2 1NY,England,-0.17355506122112274,51.516971588134766,E38000202,3.6833235765625165,W2,Westminster,16902.72077979619
Imperial College Healthcare NHST,imperial_college_h,RYJ02,Charing Cross Hospital,W6 8RF,England,-0.21992097795009613,51.487045288085938,E38000070,4.68261974068134,W6,Hammersmith and Fulham,12996.751857563437
Imperial College Healthcare NHST,imperial_college_h,RYJ03,Hammersmith Hospital,W12 0HS,England,-0.2347068190574646,51.517421722412109,E38000070,4.68261974068134,W12,Hammersmith and Fulham,12996.751857563437
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR16,St Richard's Hospital,PO19 6SE,England,-0.76801276206970215,50.843555450439453,E38000213,-0.9980489290238806,PO19,Sussex,19002.78161984585
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR18,Worthing Hospital,BN11 2DH,England,-0.36341506242752075,50.816692352294922,E38000213,-0.9980489290238806,BN11,Worthing,19002.78161984585
