redcap_data_access_group_e,dag_id_e,place_name,postcode,country,lon,lat,ccg,all_people,white,white_scottish,white_other_british,white_irish,white_gypsy_traveller,white_polish,white_other_white,mixed_or_multiple_ethnic_groups,asian_asian_british,asian_asian_british_pakistani,asian_asian_british_indian,asian_asian_british_bangladeshi,asian_asian_british_chinese,asian_asian_british_other_asian,african,african_african_african_scottish_or_african_british,african_other_african,caribbean_or_black,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british,caribbean_or_black_black_black_scottish_or_black_british,caribbean_or_black_other_caribbean_or_black,other_ethnic_groups,other_ethnic_group_arab,other_ethnic_group_any_other_ethnic_group,white_english_welsh_scottish_northern_irish_british,african_caribbean,white_perc,white_scottish_perc,white_other_british_perc,white_irish_perc,white_gypsy_traveller_perc,white_polish_perc,white_other_white_perc,mixed_or_multiple_ethnic_groups_perc,asian_asian_british_perc,asian_asian_british_pakistani_perc,asian_asian_british_indian_perc,asian_asian_british_bangladeshi_perc,asian_asian_british_chinese_perc,asian_asian_british_other_asian_perc,african_perc,african_african_african_scottish_or_african_british_perc,african_other_african_perc,caribbean_or_black_perc,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british_perc,caribbean_or_black_black_black_scottish_or_black_british_perc,caribbean_or_black_other_caribbean_or_black_perc,other_ethnic_groups_perc,other_ethnic_group_arab_perc,other_ethnic_group_any_other_ethnic_group_perc,white_english_welsh_scottish_northern_irish_british_perc,african_caribbean_perc,HBName,Country,mixed_multiple_ethnic_groups_white_and_black_caribbean,mixed_multiple_ethnic_groups_white_and_black_african,mixed_multiple_ethnic_groups_white_and_asian,mixed_multiple_ethnic_groups_other_mixed,black_african_caribbean_black_british_african,black_african_caribbean_black_british_caribbean,black_african_caribbean_black_british_other_black,mixed_multiple_ethnic_groups_white_and_black_caribbean_perc,mixed_multiple_ethnic_groups_white_and_black_african_perc,mixed_multiple_ethnic_groups_white_and_asian_perc,mixed_multiple_ethnic_groups_other_mixed_perc,black_african_caribbean_black_british_african_perc,black_african_caribbean_black_british_caribbean_perc,black_african_caribbean_black_british_other_black_perc
Borders General Hospital,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,113870,112400,89741,18624,767,64,1302,1902,316,733,124,184,45,200,180,207,198,9,91,53,30,8,123,63,60,108365,298,98.70905418459647,78.81004654430491,16.355493106173707,0.6735751295336788,0.05620444366382717,1.143409150785984,1.6703258101343637,0.27750944059014665,0.6437165188372705,0.10889610959866514,0.16158777553350312,0.03951874945112848,0.1756388864494599,0.15807499780451392,0.181786247475191,0.17388249758496532,0.007903749890225695,0.07991569333450427,0.04654430490910688,0.026345832967418985,0.007025555457978396,0.10801791516641786,0.05532624923157987,0.05269166593483797,95.16553965047862,0.2617019408096953,NHS Borders,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria Hospital Kirkcaldy,F701H,Cameron Hospital,KY8 5RR,Scotland,-3.0606955,56.1866783,S08000029,365198,356550,312957,31464,2260,316,3058,6495,1257,5748,1902,1066,118,1735,927,704,684,20,422,234,141,47,517,299,218,344421,1126,97.63196950695239,85.6951571476295,8.615600304492357,0.6188423813931073,0.0865284037700097,0.8373539833186381,1.778487286348775,0.34419684664209554,1.5739407116139736,0.5208133669954381,0.2918964506925011,0.032311239382471976,0.4750847485473633,0.25383490599619934,0.19277214004457854,0.18729565879331214,0.0054764812512664365,0.1155537544017218,0.0640748306398173,0.03860919282142838,0.012869730940476123,0.1415670403452374,0.08187339470643322,0.05969364563880416,94.31075745212186,0.3083258944463004,NHS Fife,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria Hospital Kirkcaldy,F704H,Victoria Hospital,KY2 5AH,Scotland,-3.1601871,56.1244623,S08000029,365198,356550,312957,31464,2260,316,3058,6495,1257,5748,1902,1066,118,1735,927,704,684,20,422,234,141,47,517,299,218,344421,1126,97.63196950695239,85.6951571476295,8.615600304492357,0.6188423813931073,0.0865284037700097,0.8373539833186381,1.778487286348775,0.34419684664209554,1.5739407116139736,0.5208133669954381,0.2918964506925011,0.032311239382471976,0.4750847485473633,0.25383490599619934,0.19277214004457854,0.18729565879331214,0.0054764812512664365,0.1155537544017218,0.0640748306398173,0.03860919282142838,0.012869730940476123,0.1415670403452374,0.08187339470643322,0.05969364563880416,94.31075745212186,0.3083258944463004,NHS Fife,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria Hospital Kirkcaldy,F708H,Adamson Hospital,KY15 4JG,Scotland,-3.0181746,56.3244035,S08000029,365198,356550,312957,31464,2260,316,3058,6495,1257,5748,1902,1066,118,1735,927,704,684,20,422,234,141,47,517,299,218,344421,1126,97.63196950695239,85.6951571476295,8.615600304492357,0.6188423813931073,0.0865284037700097,0.8373539833186381,1.778487286348775,0.34419684664209554,1.5739407116139736,0.5208133669954381,0.2918964506925011,0.032311239382471976,0.4750847485473633,0.25383490599619934,0.19277214004457854,0.18729565879331214,0.0054764812512664365,0.1155537544017218,0.0640748306398173,0.03860919282142838,0.012869730940476123,0.1415670403452374,0.08187339470643322,0.05969364563880416,94.31075745212186,0.3083258944463004,NHS Fife,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria Hospital Kirkcaldy,F716H,Glenrothes Hospital,KY7 5TG,Scotland,-3.182677,56.2049141,S08000029,365198,356550,312957,31464,2260,316,3058,6495,1257,5748,1902,1066,118,1735,927,704,684,20,422,234,141,47,517,299,218,344421,1126,97.63196950695239,85.6951571476295,8.615600304492357,0.6188423813931073,0.0865284037700097,0.8373539833186381,1.778487286348775,0.34419684664209554,1.5739407116139736,0.5208133669954381,0.2918964506925011,0.032311239382471976,0.4750847485473633,0.25383490599619934,0.19277214004457854,0.18729565879331214,0.0054764812512664365,0.1155537544017218,0.0640748306398173,0.03860919282142838,0.012869730940476123,0.1415670403452374,0.08187339470643322,0.05969364563880416,94.31075745212186,0.3083258944463004,NHS Fife,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Queen Elizabeth University Hospital, Glasgow University Hospital Monklands Airdrie",G405H,Queen Elizabeth University Hospital,G51 4TF,Scotland,-4.3392518,55.8626363,S08000031,1213408,1124944,1029011,46106,18744,689,10844,19550,4694,62568,28374,13318,574,13409,6893,14129,13945,184,2170,1007,925,238,4903,3262,1641,1075117,16299,92.70945963764868,84.80338023154619,3.799711226561882,1.5447401039056938,0.05678221999525304,0.8936812679659274,1.6111645876737257,0.38684432606345104,5.156385980642949,2.338372583665181,1.0975698198792163,0.047304781244231126,1.1050693583691553,0.5680694374851658,1.1644063662016404,1.1492424642000054,0.015163902001635065,0.1788351486062396,0.0829893984546006,0.07623157256256759,0.01961417758907144,0.4040685408370474,0.2688296104855086,0.1352389303515388,88.60309145810807,1.3432415148078798,NHS Greater Glasgow and C,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanarkshire NHSFT,L106H,University Hospital Monklands,ML6 0JS,Scotland,-3.9998893,55.8657665,S08000032,574637,563086,530888,17905,6228,350,3872,3843,1272,8444,4070,1854,106,1547,867,963,933,30,319,146,133,40,553,308,245,548793,1282,97.98986142556083,92.38667193375993,3.11588011214036,1.0838146516844547,0.060908016713159784,0.673816687752442,0.6687700235104944,0.22135713502611215,1.4694494089312036,0.708273222921601,0.3226384656748521,0.018446427918842677,0.26921343387216623,0.15087785854374153,0.16758405741363677,0.1623633702667945,0.005220687146842267,0.055513306661422776,0.025407344114632368,0.02314504635100072,0.00696091619578969,0.09623466640679247,0.053599054707580605,0.04263561169921185,95.50255204590027,0.22309736407505956,NHS Lanarkshire,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanarkshire NHSFT,L302H,University Hospital Hairmyres,G75 8RG,Scotland,-4.221977,55.7594711,S08000032,574637,563086,530888,17905,6228,350,3872,3843,1272,8444,4070,1854,106,1547,867,963,933,30,319,146,133,40,553,308,245,548793,1282,97.98986142556083,92.38667193375993,3.11588011214036,1.0838146516844547,0.060908016713159784,0.673816687752442,0.6687700235104944,0.22135713502611215,1.4694494089312036,0.708273222921601,0.3226384656748521,0.018446427918842677,0.26921343387216623,0.15087785854374153,0.16758405741363677,0.1623633702667945,0.005220687146842267,0.055513306661422776,0.025407344114632368,0.02314504635100072,0.00696091619578969,0.09623466640679247,0.053599054707580605,0.04263561169921185,95.50255204590027,0.22309736407505956,NHS Lanarkshire,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanarkshire NHSFT,L308H,University Hospital Wishaw,ML2 0DP,Scotland,-3.9420159,55.7736351,S08000032,574637,563086,530888,17905,6228,350,3872,3843,1272,8444,4070,1854,106,1547,867,963,933,30,319,146,133,40,553,308,245,548793,1282,97.98986142556083,92.38667193375993,3.11588011214036,1.0838146516844547,0.060908016713159784,0.673816687752442,0.6687700235104944,0.22135713502611215,1.4694494089312036,0.708273222921601,0.3226384656748521,0.018446427918842677,0.26921343387216623,0.15087785854374153,0.16758405741363677,0.1623633702667945,0.005220687146842267,0.055513306661422776,0.025407344114632368,0.02314504635100072,0.00696091619578969,0.09623466640679247,0.053599054707580605,0.04263561169921185,95.50255204590027,0.22309736407505956,NHS Lanarkshire,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aberdeen Royal Infirmary,N101H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1372687,57.1546973,S08000020,569061,546090,448133,64891,3805,533,11036,17692,2491,12155,1444,3958,741,2775,3237,5620,5574,46,914,498,301,115,1791,1150,641,513024,6534,95.9633501505111,78.74955408998332,11.403171189028944,0.6686453649081557,0.09366306951275874,1.9393351503617362,3.108981286716187,0.43773866070597,2.1359748779129126,0.25375135530285853,0.6955317619727939,0.13021451127383532,0.4876454369566708,0.5688318124067543,0.9875918398906268,0.9795083479626965,0.008083491927930397,0.1606154700462692,0.08751258652411605,0.05289415370232717,0.020208729819825993,0.3147290009331161,0.20208729819825993,0.1126417027348562,90.15272527901227,1.148207309936896,NHS Grampian,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NHS Lothian,S116H,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,834350,787451,648746,80366,11155,551,17357,29276,5194,31069,7936,7566,1372,8913,5282,5264,5138,126,1355,679,509,167,4017,2719,1298,729112,6619,94.37897764727033,77.75465931563492,9.632168754119974,1.3369688979445076,0.06603943189309043,2.0803020315215437,3.508839216156289,0.6225205249595493,3.7237370408102115,0.9511595853059268,0.9068136873014921,0.16443938395157906,1.0682567267933123,0.6330676574579013,0.6309102894468748,0.615808713369689,0.015101576077185833,0.16240186971894288,0.08138071552705699,0.061005573200695155,0.020015580991190746,0.4814526277940912,0.32588242344339907,0.15557020435069216,87.3868280697549,0.7933121591658177,NHS Lothian,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NHS Lothian,S314H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,834350,787451,648746,80366,11155,551,17357,29276,5194,31069,7936,7566,1372,8913,5282,5264,5138,126,1355,679,509,167,4017,2719,1298,729112,6619,94.37897764727033,77.75465931563492,9.632168754119974,1.3369688979445076,0.06603943189309043,2.0803020315215437,3.508839216156289,0.6225205249595493,3.7237370408102115,0.9511595853059268,0.9068136873014921,0.16443938395157906,1.0682567267933123,0.6330676574579013,0.6309102894468748,0.615808713369689,0.015101576077185833,0.16240186971894288,0.08138071552705699,0.061005573200695155,0.020015580991190746,0.4814526277940912,0.32588242344339907,0.15557020435069216,87.3868280697549,0.7933121591658177,NHS Lothian,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ninewells Hospital,T101H,Ninewells Hospital,DD1 9SY,Scotland,-2.9913622,56.461653,S08000030,409709,396415,345923,33221,3032,702,5486,8051,1420,8611,2644,2165,400,1999,1403,1527,1515,12,495,315,127,53,1241,982,259,379144,2022,96.75525800019038,84.43138910787901,8.108437940098948,0.7400374412082722,0.1713411226016514,1.338999143294387,1.9650532451081133,0.3465874559748504,2.1017356221122796,0.6453360799982427,0.5284238325250361,0.09763026928869027,0.4879072707702296,0.3424381695300811,0.3727035530095751,0.3697746449309144,0.0029289080786607078,0.1208174582447542,0.07688383706484359,0.03099761049915916,0.01293601068075146,0.30289791046816156,0.2396823111037346,0.06321559936442694,92.53982704797795,0.4935210112543293,NHS Tayside,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University Hospital,R0A02,Manchester Royal Infirmary,M13 9WL,England,-2.22489070892334,53.461673736572266,E38000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University Hospital,R0A03,Royal Manchester Children's Hospital,M13 9WL,England,-2.224475860595703,53.46046829223633,E38000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University Hospital,R0A07,Wythenshawe Hospital,M23 9LT,England,-2.2918150424957275,53.388851165771484,E38000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University Hospital,R0A09,Trafford General Hospital,M41 5SL,England,-2.370682954788208,53.45406723022461,E38000187,226578,193834,NA,NA,5098,40,NA,6496,6031,17973,7027,6306,457,2232,1951,NA,NA,NA,NA,NA,NA,NA,NA,1259,941,182200,6540,85.54846454642552,NA,NA,2.2499977932544204,0.017653964639108826,NA,2.8670038573912735,2.6617765184616333,7.932367661467573,3.1013602379754435,2.7831475253555067,0.20169654600181836,0.9850912268622727,0.8610721252725331,NA,NA,NA,NA,NA,NA,NA,NA,0.5556585370159504,0.4153095181350352,80.41380893114071,2.886423218494293,NA,NA,2658,669,1535,1169,1807,3802,931,1.1731059502687815,0.29526255858909517,0.6774708930258013,0.5159371165779555,0.7975178525717413,1.6780093389472939,0.41089602697525796
Manchester University Hospital,R0A07,Wythenshawe Hospital,M23 9LT,England,-2.2918150424957275,53.388851165771484,E38000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St Mary's Hospital,R1F01,St Mary's Hospital,PO30 5TG,England,-1.3013159036636353,50.710845947265625,E38000087,138265,134545,NA,NA,747,94,NA,2605,1709,1514,80,435,131,219,649,NA,NA,NA,NA,NA,NA,NA,NA,52,142,131099,303,97.30951433840814,NA,NA,0.540266878819658,0.06798539037355802,NA,1.8840632119480707,1.2360322568979858,1.0949987343145409,0.057859906700900444,0.31461324268614616,0.09474559722272448,0.15839149459371496,0.46938849311105485,NA,NA,NA,NA,NA,NA,NA,NA,0.03760893935558529,0.10270133439409829,94.81719885726683,0.21914439662966043,NA,NA,507,123,738,341,141,115,47,0.36668715871695656,0.08895960655263443,0.5337576393158067,0.24662785231258813,0.10197808556033704,0.08317361588254439,0.03399269518677901
St Bartholomews,R1H12,The Royal London Hospital,E1 1FR,England,-0.060150060802698135,51.518699645996094,E38000186,254096,114819,NA,NA,3863,175,NA,31550,10360,104501,2442,6787,81377,8109,5786,NA,NA,NA,NA,NA,NA,NA,NA,2573,3214,79231,18629,45.18725206221271,NA,NA,1.5202915433536932,0.06887160758138657,NA,12.416566966815692,4.077199168818084,41.12658207921416,0.9610540897928341,2.671037718027832,32.026084629431395,3.1913135192997926,2.277092122662301,NA,NA,NA,NA,NA,NA,NA,NA,1.0126094074680436,1.2648762672375795,31.181521944461938,7.33148101504943,NA,NA,2837,1509,2961,3053,9495,5341,3793,1.1165071469051067,0.5938700333732133,1.1653076002770606,1.2015143882627037,3.7367766513443734,2.1019614633839176,1.4927429003211385
Northwick Park,R1K01,Northwick Park Hospital,HA1 3UJ,England,-0.3220227360725403,51.575408935546875,E38000020,311215,112880,NA,NA,12320,320,NA,44353,15775,105986,14381,58017,1749,3250,28589,NA,NA,NA,NA,NA,NA,NA,NA,11430,6512,55887,58632,36.270745304692895,NA,NA,3.95867808428257,0.10282280738396286,NA,14.251562424690325,5.0688430827562945,34.05555644811465,4.620921228089905,18.642096299985543,0.561990906607972,1.0442941374933727,9.186253875937856,NA,NA,NA,NA,NA,NA,NA,NA,3.6727021512459235,2.0924441302636443,17.957681988336038,18.839708882926594,NA,NA,4291,2820,3642,5022,24391,23723,10518,1.378789582764327,0.9061259900711726,1.1702520765387272,1.6136754333820673,7.837347171569493,7.622704561155472,3.3796571502016293
Northwick Park,R1K02,Central Middlesex Hospital,NW10 7NS,England,-0.26914629340171814,51.53093719482422,E38000020,311215,112880,NA,NA,12320,320,NA,44353,15775,105986,14381,58017,1749,3250,28589,NA,NA,NA,NA,NA,NA,NA,NA,11430,6512,55887,58632,36.270745304692895,NA,NA,3.95867808428257,0.10282280738396286,NA,14.251562424690325,5.0688430827562945,34.05555644811465,4.620921228089905,18.642096299985543,0.561990906607972,1.0442941374933727,9.186253875937856,NA,NA,NA,NA,NA,NA,NA,NA,3.6727021512459235,2.0924441302636443,17.957681988336038,18.839708882926594,NA,NA,4291,2820,3642,5022,24391,23723,10518,1.378789582764327,0.9061259900711726,1.1702520765387272,1.6136754333820673,7.837347171569493,7.622704561155472,3.3796571502016293
Royal Surrey NHSFT,RA201,Royal Surrey County Hospital,GU2 7XX,England,-0.6074482798576355,51.24101638793945,E38000214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yeovil District Hospital,RA430,Yeovil District Hospital,BA21 4AT,England,-2.6346983909606934,50.944847106933594,E38000150,529972,519255,NA,NA,2257,733,NA,14707,4241,4873,203,1069,442,1247,1912,NA,NA,NA,NA,NA,NA,NA,NA,175,415,501558,1013,97.97781769602922,NA,NA,0.42587155547840266,0.13830919369325173,NA,2.775052266912214,0.8002309555976541,0.9194825387001577,0.038303910395266164,0.20170876951989916,0.08340063248624455,0.23529544957092072,0.3607737767278271,NA,NA,NA,NA,NA,NA,NA,NA,0.03302061240971221,0.0783060237144604,94.63858467994535,0.19114217354879126,NA,NA,1200,650,1407,984,607,291,115,0.22642705652374087,0.12264798895035964,0.2654857237740862,0.18567018634946753,0.11453435275825892,0.05490856120700716,0.021699259583525168
Bristol Royal Infirmary,RA701,Bristol Royal Infirmary,BS2 8HW,England,-2.5961246490478516,51.45918655395508,E38000222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University Hospitals Bristol NHFT,RA707,St Michael's Hospital,BS2 8EG,England,-2.599376916885376,51.459136962890625,E38000222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University Hospitals Bristol NHFT,RA723,Bristol Royal Hospital For Children,BS2 8BJ,England,-2.5973148345947266,51.4577522277832,E38000222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torbay and south Devon Hospital,RA901,Torbay Hospital,TQ2 7AA,England,-3.55379056930542,50.482322692871094,E38000152,271627,265934,NA,NA,1268,158,NA,5477,2537,2324,104,597,178,629,816,NA,NA,NA,NA,NA,NA,NA,NA,167,252,259031,413,97.90411115242593,NA,NA,0.4668166272130532,0.0581680024445287,NA,2.0163680341055934,0.9340014063403121,0.8555850486144603,0.038287799077411304,0.2197866927809091,0.06553104072864627,0.23156755403549723,0.3004119619919964,NA,NA,NA,NA,NA,NA,NA,NA,0.06148136967238161,0.09277428237988124,95.36275848866276,0.15204674056702758,NA,NA,733,323,843,638,224,134,55,0.2698553531129085,0.11891306828849856,0.31035206367555507,0.23488092126335008,0.08246602878211665,0.049332356503587645,0.020248355281323283
Bradford Teaching Hospitals NHSFT,RAE01,Bradford Royal Infirmary,BD9 6RJ,England,-1.7946816682815552,53.80598449707031,E38000019,332062,236814,NA,NA,1562,244,NA,8572,9097,76715,59109,9469,2479,986,4672,NA,NA,NA,NA,NA,NA,NA,NA,1791,2255,226436,5390,71.31619998674947,NA,NA,0.47039408303268665,0.07348025368756436,NA,2.581445633646729,2.7395486385072667,23.1026133673832,17.80059145581247,2.8515759105227336,0.7465473315224266,0.2969325005571249,1.4069661689684456,NA,NA,NA,NA,NA,NA,NA,NA,0.53935710800995,0.679090049448597,68.19088001638248,1.6231908499015246,NA,NA,3577,578,3785,1157,2487,2446,457,1.0772084731164662,0.17406387963693526,1.139847377899308,0.34842890785455727,0.7489565201679205,0.7366094283597641,0.13762490137383981
Mid and South Essex University Hospitals Group,RAJ01,Southend Hospital,SS0 0RY,England,0.6886317729949951,51.553836822509766,E38000168,173658,159023,NA,NA,1496,162,NA,6229,3651,6440,1059,1810,933,1084,1554,NA,NA,NA,NA,NA,NA,NA,NA,297,600,151136,3647,91.57251609485311,NA,NA,0.8614633359822179,0.09328680509967868,NA,3.5869352405302375,2.1024081815983138,3.70843842495019,0.6098193000034551,1.042278501422336,0.5372628960370383,0.6242154119015536,0.8948623155858065,NA,NA,NA,NA,NA,NA,NA,NA,0.1710258093494109,0.3455066855543655,87.03083071324097,2.100104803694618,NA,NA,1039,741,977,894,2728,524,395,0.5983024104849762,0.42670075665964136,0.5626000529776918,0.5148049614760046,1.5709037303205151,0.3017425053841458,0.22745856798995728
Royal Free Hospital,RAL01,Royal Free Hospital,NW3 2QG,England,-0.16530923545360565,51.55322265625,E38000027,220338,146055,NA,NA,7053,167,NA,41898,12322,35446,1489,6083,12503,6493,8878,NA,NA,NA,NA,NA,NA,NA,NA,3432,5023,96937,18060,66.2867957410887,NA,NA,3.2009912044222966,0.07579264584411223,NA,19.01533099147673,5.592317258030843,16.087102542457497,0.6757799380951084,2.760758471076256,5.6744637783768574,2.9468362243462316,4.029264130563044,NA,NA,NA,NA,NA,NA,NA,NA,1.5576069493233125,2.279679401646561,43.99468089934555,8.196498107453094,NA,NA,2494,1800,3880,4148,10802,3496,3762,1.1318973576959035,0.8169267216730659,1.7609309333841643,1.8825622452777098,4.90246802639581,1.586653232760577,1.707376848296708
North Middlesex University Hospital NHST,RAPNM,North Middlesex University Hospital,N18 1QX,England,-0.07373514026403427,51.613094329833984,E38000057,312466,190640,NA,NA,6899,344,NA,56947,17183,34893,2594,11648,5599,2588,12464,NA,NA,NA,NA,NA,NA,NA,NA,1930,14133,126450,53687,61.01143804445923,NA,NA,2.2079202217201233,0.1100919780072072,NA,18.225022882489615,5.499158308423956,11.166974966876396,0.8301703225310915,3.7277655808952015,1.7918749559952123,0.828250113612361,3.98891399384253,NA,NA,NA,NA,NA,NA,NA,NA,0.6176672021915985,4.523052108069358,40.468402962242294,17.181709369979455,NA,NA,4852,2384,4189,5758,28222,17334,8131,1.5528089456132828,0.7629630103755288,1.340625860093578,1.8427604923415668,9.032022684068027,5.547483566212004,2.6022031196994235
Hillingdon Hospital,RAS01,Hillingdon Hospital,UB8 3NN,England,-0.4611603617668152,51.52607727050781,E38000082,273936,166031,NA,NA,5949,344,NA,16822,10479,69253,9200,36795,2639,2889,17730,NA,NA,NA,NA,NA,NA,NA,NA,2925,5166,142916,20082,60.60941241749897,NA,NA,2.1716751357981425,0.12557677705741485,NA,6.140850417615794,3.8253460662344487,25.280722504526604,3.358448688744816,13.431969511126688,0.9633637053910402,1.0546258980199754,6.472314701244086,NA,NA,NA,NA,NA,NA,NA,NA,1.067767653758542,1.8858419484843174,52.17131008702762,7.330909409497109,NA,NA,2719,1409,3602,2749,11275,4615,4192,0.9925676070322995,0.5143537176566789,1.3149056713976988,1.0035190701477716,4.1159248875649785,1.6847000759301443,1.5302844460019858
Musgrove Park Hospital,RBA11,Musgrove Park Hospital,TA1 5DA,England,-3.1216795444488525,51.01157760620117,E38000150,529972,519255,NA,NA,2257,733,NA,14707,4241,4873,203,1069,442,1247,1912,NA,NA,NA,NA,NA,NA,NA,NA,175,415,501558,1013,97.97781769602922,NA,NA,0.42587155547840266,0.13830919369325173,NA,2.775052266912214,0.8002309555976541,0.9194825387001577,0.038303910395266164,0.20170876951989916,0.08340063248624455,0.23529544957092072,0.3607737767278271,NA,NA,NA,NA,NA,NA,NA,NA,0.03302061240971221,0.0783060237144604,94.63858467994535,0.19114217354879126,NA,NA,1200,650,1407,984,607,291,115,0.22642705652374087,0.12264798895035964,0.2654857237740862,0.18567018634946753,0.11453435275825892,0.05490856120700716,0.021699259583525168
