redcap_data_access_group_e,dag_id_e,place_name,postcode,country,lon,lat,ccg,all_people,white,white_scottish,white_other_british,white_irish,white_gypsy_traveller,white_polish,white_other_white,mixed_or_multiple_ethnic_groups,asian_asian_british,asian_asian_british_pakistani,asian_asian_british_indian,asian_asian_british_bangladeshi,asian_asian_british_chinese,asian_asian_british_other_asian,african,african_african_african_scottish_or_african_british,african_other_african,caribbean_or_black,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british,caribbean_or_black_black_black_scottish_or_black_british,caribbean_or_black_other_caribbean_or_black,other_ethnic_groups,other_ethnic_group_arab,other_ethnic_group_any_other_ethnic_group,white_english_welsh_scottish_northern_irish_british,african_caribbean,white_perc,white_scottish_perc,white_other_british_perc,white_irish_perc,white_gypsy_traveller_perc,white_polish_perc,white_other_white_perc,mixed_or_multiple_ethnic_groups_perc,asian_asian_british_perc,asian_asian_british_pakistani_perc,asian_asian_british_indian_perc,asian_asian_british_bangladeshi_perc,asian_asian_british_chinese_perc,asian_asian_british_other_asian_perc,african_perc,african_african_african_scottish_or_african_british_perc,african_other_african_perc,caribbean_or_black_perc,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british_perc,caribbean_or_black_black_black_scottish_or_black_british_perc,caribbean_or_black_other_caribbean_or_black_perc,other_ethnic_groups_perc,other_ethnic_group_arab_perc,other_ethnic_group_any_other_ethnic_group_perc,white_english_welsh_scottish_northern_irish_british_perc,african_caribbean_perc,HBName,Country,mixed_multiple_ethnic_groups_white_and_black_caribbean,mixed_multiple_ethnic_groups_white_and_black_african,mixed_multiple_ethnic_groups_white_and_asian,mixed_multiple_ethnic_groups_other_mixed,black_african_caribbean_black_british_african,black_african_caribbean_black_british_caribbean,black_african_caribbean_black_british_other_black,mixed_multiple_ethnic_groups_white_and_black_caribbean_perc,mixed_multiple_ethnic_groups_white_and_black_african_perc,mixed_multiple_ethnic_groups_white_and_asian_perc,mixed_multiple_ethnic_groups_other_mixed_perc,black_african_caribbean_black_british_african_perc,black_african_caribbean_black_british_caribbean_perc,black_african_caribbean_black_british_other_black_perc
North West Anglia NHSFT,RGN90,Hinchingbrooke Hospital,PE29 6NT,England,-0.20266403257846832,52.333351135253906,E38000026,838850,759244,NA,NA,6462,2078,NA,64610,16441,47712,14473,12200,2821,7772,10446,NA,NA,NA,NA,NA,NA,NA,NA,1816,3229,686094,10408,90.51010311736306,NA,NA,0.7703403469034988,0.247720092984443,NA,7.702211360791559,1.9599451630208022,5.6877868510460745,1.7253382607140728,1.454372056982774,0.3362937354711808,0.9265065267926328,1.2452762710854146,NA,NA,NA,NA,NA,NA,NA,NA,0.2164868570066162,0.3849317518030637,81.78983131668356,1.2407462597603862,NA,NA,4194,2261,5416,4570,6023,2910,1475,0.4999701972939143,0.2695356738391846,0.6456458246408774,0.5447934672468261,0.7180067950169875,0.34690349883769445,0.17583596590570424
James Paget University Hospitals,RGP75,James Paget University Hospital,NR31 6LA,England,1.7179944515228271,52.561668395996094,E38000063,212531,206804,NA,NA,797,154,NA,5188,2374,2163,172,626,114,497,754,NA,NA,NA,NA,NA,NA,NA,NA,86,296,200665,808,97.30533428064612,NA,NA,0.37500411704645437,0.07246001759743284,NA,2.4410556577628673,1.1170135180279583,1.0177338835275795,0.0809293703036263,0.29454526633761663,0.05363923380589184,0.2338482386098969,0.35477177447054786,NA,NA,NA,NA,NA,NA,NA,NA,0.04046468515181315,0.1392738000574034,94.41681448823937,0.3801798325891282,NA,NA,681,477,672,544,493,186,129,0.3204238440509855,0.2244378467141264,0.3161891676978888,0.25596265956495756,0.23196616023074282,0.08751664463066565,0.06069702772771972
West Suffolk Hospital,RGR50,West Suffolk Hospital,IP33 2QZ,England,0.7091901898384094,52.23166275024414,E38000204,219361,209164,NA,NA,1617,208,NA,13590,3587,3470,261,980,262,481,1486,NA,NA,NA,NA,NA,NA,NA,NA,93,788,193749,2259,95.35149821527071,NA,NA,0.7371410597143522,0.09482086606096798,NA,6.195267162348822,1.635204070003328,1.5818673328440331,0.11898195212458004,0.44675215740263763,0.11943782167295007,0.21927325276598847,0.6774221488778771,NA,NA,NA,NA,NA,NA,NA,NA,0.04239586799841357,0.3592252041155903,88.32426912714656,1.0298093097679168,NA,NA,809,549,963,1266,849,463,947,0.36879846463136107,0.2502723820551511,0.43900237508034706,0.5771308482364687,0.3870332465661626,0.21106760089532778,0.4317084623064264
Addenbrookes Hospital,RGT01,Addenbrooke's,CB2 0QQ,England,0.14075323939323425,52.175132751464844,E38000026,838850,759244,NA,NA,6462,2078,NA,64610,16441,47712,14473,12200,2821,7772,10446,NA,NA,NA,NA,NA,NA,NA,NA,1816,3229,686094,10408,90.51010311736306,NA,NA,0.7703403469034988,0.247720092984443,NA,7.702211360791559,1.9599451630208022,5.6877868510460745,1.7253382607140728,1.454372056982774,0.3362937354711808,0.9265065267926328,1.2452762710854146,NA,NA,NA,NA,NA,NA,NA,NA,0.2164868570066162,0.3849317518030637,81.78983131668356,1.2407462597603862,NA,NA,4194,2261,5416,4570,6023,2910,1475,0.4999701972939143,0.2695356738391846,0.6456458246408774,0.5447934672468261,0.7180067950169875,0.34690349883769445,0.17583596590570424
Royal Devon and Exeter Hospital,RH801,Royal Devon And Exeter Hospital (Wonford),EX2 5DW,England,-3.506666421890259,50.71670913696289,E38000152,271627,265934,NA,NA,1268,158,NA,5477,2537,2324,104,597,178,629,816,NA,NA,NA,NA,NA,NA,NA,NA,167,252,259031,413,97.90411115242593,NA,NA,0.4668166272130532,0.0581680024445287,NA,2.0163680341055934,0.9340014063403121,0.8555850486144603,0.038287799077411304,0.2197866927809091,0.06553104072864627,0.23156755403549723,0.3004119619919964,NA,NA,NA,NA,NA,NA,NA,NA,0.06148136967238161,0.09277428237988124,95.36275848866276,0.15204674056702758,NA,NA,733,323,843,638,224,134,55,0.2698553531129085,0.11891306828849856,0.31035206367555507,0.23488092126335008,0.08246602878211665,0.049332356503587645,0.020248355281323283
"Queen Elizabeth University Hospital, Glasgow University Hospital Monklands Airdrie",RHM01,Queen Elizabeth University Hospital,G51 4TF,Scotland,-1.4350899457931519,50.933021545410156,S08000031,1213408,1124944,1029011,46106,18744,689,10844,19550,4694,62568,28374,13318,574,13409,6893,14129,13945,184,2170,1007,925,238,4903,3262,1641,1075117,16299,92.70945963764868,84.80338023154619,3.799711226561882,1.5447401039056938,0.05678221999525304,0.8936812679659274,1.6111645876737257,0.38684432606345104,5.156385980642949,2.338372583665181,1.0975698198792163,0.047304781244231126,1.1050693583691553,0.5680694374851658,1.1644063662016404,1.1492424642000054,0.015163902001635065,0.1788351486062396,0.0829893984546006,0.07623157256256759,0.01961417758907144,0.4040685408370474,0.2688296104855086,0.1352389303515388,88.60309145810807,1.3432415148078798,NHS Greater Glasgow and C,S92000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheffield Teaching Hospitals NHS Foundation Trust,RHQHH,Royal Hallamshire Hospital,S10 2JF,England,-1.4933162927627563,53.37835693359375,E38000146,552698,462544,NA,NA,2891,358,NA,12458,13289,44385,21990,5868,3326,7398,5803,NA,NA,NA,NA,NA,NA,NA,NA,8432,3966,446837,20082,83.68837954904849,NA,NA,0.5230704652450344,0.06477316726313466,NA,2.254033848503161,2.404387206032951,8.030606226185006,3.978664659542824,1.0617009650840061,0.6017752913887874,1.3385248363482407,1.0499404738211464,NA,NA,NA,NA,NA,NA,NA,NA,1.5256071127451158,0.7175708976692515,80.84650206803715,3.633449008319191,NA,NA,5450,1296,3490,3053,11543,5506,3033,0.9860719597320778,0.23448610271794,0.6314479154981563,0.5523812280847769,2.08848231764906,0.9962040752816185,0.5487626153885123
Queen Alexandra Hospital,RHU03,Queen Alexandra Hospital,PO6 3LY,England,-1.0699176788330078,50.85029983520508,E38000137,205056,181182,NA,NA,1071,85,NA,7713,5467,12474,539,2911,3649,2611,2764,NA,NA,NA,NA,NA,NA,NA,NA,1078,1078,172313,3777,88.35732677902621,NA,NA,0.5222963483146067,0.0414520911360799,NA,3.7614115168539324,2.666100967540574,6.083216292134831,0.262855024968789,1.4196122034956304,1.7795138888888888,1.2733107053682897,1.3479244694132335,NA,NA,NA,NA,NA,NA,NA,NA,0.525710049937578,0.525710049937578,84.03216682272159,1.841935861423221,NA,NA,1103,935,2381,1048,2958,540,279,0.5379018414481898,0.4559730024968789,1.1611462234706615,0.5110799001248439,1.4425327715355807,0.2633426966292135,0.13606039325842698
Royal Berkshire Hospital,RHW01,Royal Berkshire Hospital,RG1 5AN,England,-0.9593157768249512,51.45102310180664,E38000221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guys and St Thomas,RJ122,St Thomas',SE1 7EH,England,-0.11889063566923141,51.49795913696289,E38000092,303086,173025,NA,NA,7456,195,NA,47124,23160,20938,3072,4983,2221,4573,6089,NA,NA,NA,NA,NA,NA,NA,NA,1728,5693,118250,78542,57.087757270213736,NA,NA,2.460027846881743,0.06433817464350053,NA,15.54806226615548,7.641395511504985,6.908270259926226,1.013573705152993,1.6440878166592983,0.7327953122216136,1.508812680229374,2.009000745662947,NA,NA,NA,NA,NA,NA,NA,NA,0.5701352091485584,1.878344760233069,39.015328982533006,25.91409698897343,NA,NA,8302,4301,3574,6983,35187,28886,14469,2.739156543027392,1.4190691750856192,1.1792032624403634,2.303966530951611,11.60957615990181,9.530628270523877,4.773892558547739
University Hospital Lewisham,RJ224,University Hospital Lewisham,SE13 6LH,England,-0.01703643798828125,51.45433044433594,E38000098,275885,147686,NA,NA,5206,208,NA,27826,20472,25534,1596,4600,1388,6164,11786,NA,NA,NA,NA,NA,NA,NA,NA,1456,5795,114446,74942,53.5317251753448,NA,NA,1.8870181416169782,0.07539373289595303,NA,10.08608659405187,7.420483172336299,9.255305652717617,0.5785019120285626,1.6673614005835766,0.5031081791326096,2.2342642767819925,4.272069884190877,NA,NA,NA,NA,NA,NA,NA,NA,0.5277561302716712,2.1005128948656147,41.483226706779995,27.164216974463994,NA,NA,8539,3559,3045,5329,32025,30854,12063,3.095130217300687,1.2900302662341192,1.1037207532123892,1.9316019355891043,11.60809757688892,11.183645359479494,4.372474038095583
Lewisham and Greenwich NHS Trust,RJ231,Queen Elizabeth Hospital,SE18 4QH,England,0.05005710944533348,51.47819137573242,E38000066,254557,159002,NA,NA,4291,430,NA,21151,12274,29894,2594,7836,1645,5061,12758,NA,NA,NA,NA,NA,NA,NA,NA,1069,3663,133130,48655,62.46223831990477,NA,NA,1.6856735426643148,0.1689209096587405,NA,8.308944558586093,4.821709872445071,11.743538775205554,1.0190252084994715,3.0782889490369545,0.6462206892758793,1.9881598227508968,5.011844105642351,NA,NA,NA,NA,NA,NA,NA,NA,0.41994523819812457,1.4389704466975963,52.29869930899563,19.11359734754888,NA,NA,4011,2699,2361,3203,35164,8051,5440,1.5756785317237398,1.0602733376021873,0.9274936458239215,1.2582643572952226,13.813802016837093,3.1627494038663246,2.137045926845461
Croydon Health Services NHS Trust,RJ611,Croydon University Hospital,CR7 7YE,England,-0.10876881331205368,51.389129638671875,E38000040,363378,200195,NA,NA,5369,234,NA,22852,23895,59627,10865,24660,2570,3925,17607,NA,NA,NA,NA,NA,NA,NA,NA,1701,4704,171740,73256,55.0927684119567,NA,NA,1.4775247813571541,0.06439575318263625,NA,6.288768169784633,6.57579710384228,16.409083653936122,2.9899993945698418,6.786321681554745,0.7072525029033128,1.0801424412044758,4.845367633703747,NA,NA,NA,NA,NA,NA,NA,NA,0.46810759044300976,1.2945197562868418,47.26207970763227,20.159723483535053,NA,NA,9650,3279,5140,5826,28981,31320,12955,2.655636829967692,0.9023661311361721,1.4145050058066255,1.6032891369317899,7.975441551222143,8.619123887522084,3.565158044790824
Warwick Hospital,RJC02,Warwick Hospital,CV34 5BW,England,-1.5832006931304932,52.28995132446289,E38000164,258133,240022,NA,NA,3036,214,NA,9253,4061,11411,554,7309,82,1546,1920,NA,NA,NA,NA,NA,NA,NA,NA,282,1120,227519,1237,92.98384941096258,NA,NA,1.1761378824094555,0.08290299961647678,NA,3.584586240426447,1.5732200067407114,4.420589386091666,0.2146180457361128,2.8314860943777047,0.03176656994650045,0.5989160626498743,0.7438026133814739,NA,NA,NA,NA,NA,NA,NA,NA,0.10924600884040397,0.4338848578058598,88.14022228851019,0.47921032955879334,NA,NA,1278,339,1518,926,586,504,147,0.4950936145320436,0.1313276489251665,0.5880689412047277,0.35872980207877336,0.22701475595913734,0.1952481860126369,0.056947387587019095
University Hospitals of North Midlands NHST,RJE01,Royal Stoke University Hospital,ST4 6QG,England,-2.2120518684387207,53.00315856933594,E38000175,257200,228819,NA,NA,653,186,NA,4714,4529,18479,10433,2348,1097,1233,3368,NA,NA,NA,NA,NA,NA,NA,NA,410,1217,223266,3746,88.9653965785381,NA,NA,0.25388802488335926,0.07231726283048212,NA,1.832814930015552,1.7608864696734057,7.184681181959565,4.056376360808709,0.9129082426127527,0.4265163297045101,0.47939346811819594,1.3094867807153967,NA,NA,NA,NA,NA,NA,NA,NA,0.15940902021772937,0.4731726283048212,86.80637636080871,1.4564541213063764,NA,NA,1910,561,1358,700,2536,839,371,0.7426127527216174,0.2181181959564541,0.5279937791601865,0.27216174183514774,0.9860031104199066,0.3262052877138414,0.1442457231726283
Northern Lincolnshire and Goole NHSFT,RJL30,Diana,DN33 2BA,England,-0.095144,53.544828,E38000119,159616,155421,NA,NA,414,26,NA,2741,1186,2129,195,513,268,605,548,NA,NA,NA,NA,NA,NA,NA,NA,265,204,152240,411,97.37181736166801,NA,NA,0.2593724939855654,0.016289093825180432,NA,1.7172463913392142,0.743033279871692,1.3338261828388132,0.12216820368885326,0.32139635124298316,0.16790296712109062,0.37903468323977546,0.34332397754611066,NA,NA,NA,NA,NA,NA,NA,NA,0.16602345629510826,0.12780673616680033,95.37890938251805,0.257492983159583,NA,NA,381,161,369,275,306,71,34,0.2386978748997594,0.10086708099438654,0.23117983159582997,0.17228849238171612,0.1917101042502005,0.0444817562149158,0.02130112269446672
Northern Lincolnshire and Goole NHSFT,RJL32,Scunthorpe General Hospital,DN15 7BH,England,-0.6675840616226196,53.58758544921875,E38000122,167446,160748,NA,NA,727,90,NA,5405,1244,4549,862,1122,1443,530,592,NA,NA,NA,NA,NA,NA,NA,NA,173,238,154526,494,95.99990444680672,NA,NA,0.434169821912736,0.05374867121340611,NA,3.227906310094,0.7429260776608578,2.7166967261087156,0.5147928287328453,0.6700667677937963,0.861770361788278,0.31651995270116934,0.35354681509262686,NA,NA,NA,NA,NA,NA,NA,NA,0.10331689022132508,0.14213537498656284,92.2840796435866,0.2950204842158069,NA,NA,341,166,451,286,365,64,65,0.2036477431530165,0.09913643801583794,0.2693405635249573,0.17080133296704608,0.21798072214325812,0.038221277307311015,0.03881848476523775
Macclesfield District General Hospital,RJN71,Macclesfield District General Hospital,SK10 3BL,England,-2.141059637069702,53.262325286865234,E38000056,194504,187381,NA,NA,1361,88,NA,3718,1994,3942,630,1550,179,677,906,NA,NA,NA,NA,NA,NA,NA,NA,223,319,182214,645,96.3378645169251,NA,NA,0.6997285402870892,0.04524328548513141,NA,1.9115288117468023,1.0251717188335459,2.0266935384362275,0.323900793814009,0.7968987784312919,0.09202895570271048,0.34806482128902233,0.46580018919919386,NA,NA,NA,NA,NA,NA,NA,NA,0.11465059844527618,0.16400690988360137,93.68136387940608,0.33161271747624727,NA,NA,550,267,771,406,317,225,103,0.28277053428207133,0.1372722411878419,0.39639287623904906,0.20873606712458356,0.16297865339530293,0.11567885493357463,0.05295520914736972
Countess Of Chester Hospital,RJR05,Countess Of Chester Hospital,CH2 1HJ,England,-2.899009943008423,53.21177291870117,E38000196,227411,220957,NA,NA,1821,127,NA,4969,2230,3094,275,931,485,654,749,NA,NA,NA,NA,NA,NA,NA,NA,152,256,214040,722,97.16196665948436,NA,NA,0.8007528219831054,0.05584602327943679,NA,2.1850306273663103,0.9806034008908979,1.3605322521777752,0.12092642836098517,0.4093909265602807,0.21327024638210113,0.2875850332657611,0.3293596176086469,NA,NA,NA,NA,NA,NA,NA,NA,0.06683933494861727,0.11257151149240803,94.12033718685552,0.317486841005932,NA,NA,637,306,775,512,463,169,90,0.2801095813307184,0.13455813483076895,0.3407926617445946,0.22514302298481606,0.2035961321132223,0.07431478688365997,0.0395759220090497
Countess Of Chester Hospital,RJR05,Countess Of Chester Hospital,CH2 1HJ,England,-2.899009943008423,53.21177291870117,E38000196,227411,220957,NA,NA,1821,127,NA,4969,2230,3094,275,931,485,654,749,NA,NA,NA,NA,NA,NA,NA,NA,152,256,214040,722,97.16196665948436,NA,NA,0.8007528219831054,0.05584602327943679,NA,2.1850306273663103,0.9806034008908979,1.3605322521777752,0.12092642836098517,0.4093909265602807,0.21327024638210113,0.2875850332657611,0.3293596176086469,NA,NA,NA,NA,NA,NA,NA,NA,0.06683933494861727,0.11257151149240803,94.12033718685552,0.317486841005932,NA,NA,637,306,775,512,463,169,90,0.2801095813307184,0.13455813483076895,0.3407926617445946,0.22514302298481606,0.2035961321132223,0.07431478688365997,0.0395759220090497
King's College Hospital,RJZ01,King's College Hospital,SE5 9RS,England,-0.0939013883471489,51.46807861328125,E38000092,303086,173025,NA,NA,7456,195,NA,47124,23160,20938,3072,4983,2221,4573,6089,NA,NA,NA,NA,NA,NA,NA,NA,1728,5693,118250,78542,57.087757270213736,NA,NA,2.460027846881743,0.06433817464350053,NA,15.54806226615548,7.641395511504985,6.908270259926226,1.013573705152993,1.6440878166592983,0.7327953122216136,1.508812680229374,2.009000745662947,NA,NA,NA,NA,NA,NA,NA,NA,0.5701352091485584,1.878344760233069,39.015328982533006,25.91409698897343,NA,NA,8302,4301,3574,6983,35187,28886,14469,2.739156543027392,1.4190691750856192,1.1792032624403634,2.303966530951611,11.60957615990181,9.530628270523877,4.773892558547739
Sherwood Forest Hospitals NHSFT,RK5BC,King's Mill Hospital,NG17 4JL,England,-1.233566164970398,53.13455581665039,E38000103,191864,187090,NA,NA,686,29,NA,4928,1791,2052,196,799,246,366,445,NA,NA,NA,NA,NA,NA,NA,NA,65,192,181447,674,97.51177917691697,NA,NA,0.35754492765709045,0.015114873035066504,NA,2.568486010924405,0.9334737105449693,1.0695075678605679,0.10215569361631156,0.4164408122420048,0.12821581953884,0.19076012175290832,0.23193512071050326,NA,NA,NA,NA,NA,NA,NA,NA,0.03387816369928699,0.10007088354250927,94.57063336530041,0.3512904974356836,NA,NA,924,156,380,331,266,321,87,0.4815911270483259,0.08130759287828879,0.19805695701121628,0.17251803360713838,0.13863986990785138,0.16730600842263268,0.04534461910519952
University Hospital Plymouth,RK950,Derriford Hospital,PL6 8DH,England,-4.11367130279541,50.41672897338867,E38000152,271627,265934,NA,NA,1268,158,NA,5477,2537,2324,104,597,178,629,816,NA,NA,NA,NA,NA,NA,NA,NA,167,252,259031,413,97.90411115242593,NA,NA,0.4668166272130532,0.0581680024445287,NA,2.0163680341055934,0.9340014063403121,0.8555850486144603,0.038287799077411304,0.2197866927809091,0.06553104072864627,0.23156755403549723,0.3004119619919964,NA,NA,NA,NA,NA,NA,NA,NA,0.06148136967238161,0.09277428237988124,95.36275848866276,0.15204674056702758,NA,NA,733,323,843,638,224,134,55,0.2698553531129085,0.11891306828849856,0.31035206367555507,0.23488092126335008,0.08246602878211665,0.049332356503587645,0.020248355281323283
University Hospitals Coventry and Warwickshire,RKB01,University Hospital (Coventry),CV2 2DX,England,-1.4383885860443115,52.42121505737305,E38000038,417035,324594,NA,NA,8330,311,NA,20555,10216,56823,10122,30812,3091,4160,8638,NA,NA,NA,NA,NA,NA,NA,NA,2122,3529,295398,19751,77.83375496061483,NA,NA,1.9974342681069936,0.07457407651635954,NA,4.92884290287386,2.4496744877528265,13.625475080029254,2.42713441317875,7.388348699749421,0.7411847926433033,0.9975181939165778,2.0712889805412016,NA,NA,NA,NA,NA,NA,NA,NA,0.5088301941084081,0.8462119486374046,70.8329037131176,4.736053328857291,NA,NA,4551,1153,2951,1561,13838,4071,1842,1.0912753126236407,0.27647559557351303,0.70761446880957235,0.37430911074610046,3.3181867229369235,0.9761770594794201,0.4416895464409462
Whittington Health NHST,RKEQ4,The Whittington Hospital,N19 5NF,England,-0.13862308859825134,51.56631088256836,E38000088,206125,140515,NA,NA,8140,163,NA,33890,13339,19034,951,3534,4662,4457,5430,NA,NA,NA,NA,NA,NA,NA,NA,1893,5050,98322,26294,68.16979987871437,NA,NA,3.9490600363856885,0.07907822922983626,NA,16.441479684657367,6.471315949060036,9.234202546998182,0.4613705275924803,1.7144936325045483,2.2617343844754396,2.1622801697998786,2.634323832625834,NA,NA,NA,NA,NA,NA,NA,NA,0.9183747725894481,2.449969678593087,47.70018192844148,12.756337174044877,NA,NA,4236,1912,2964,4227,12622,7943,5729,2.055063674954518,0.9275924802910855,1.4379624014554275,2.0506973923590053,6.123468768950879,3.8534869617950274,2.779381443298969
The Royal Wolverhampton NHST,RL403,New Cross Hospital,WV10 0QP,England,-2.0955405235290527,52.599727630615234,E38000210,249470,169682,NA,NA,1526,209,NA,7002,12784,44960,4415,32162,432,1376,6575,NA,NA,NA,NA,NA,NA,NA,NA,359,4376,160945,17309,68.01699603158696,NA,NA,0.6116967972100854,0.08377760853008379,NA,2.8067503106585963,5.124463863390387,18.022207079007497,1.7697518739728226,12.892131318394998,0.17316711428227843,0.5515693269731832,2.6355874453842145,NA,NA,NA,NA,NA,NA,NA,NA,0.14390507876698602,1.7541187317112277,64.5147713151882,6.938309215536938,NA,NA,8495,554,2160,1575,4081,9507,3721,3.4052190644165634,0.22207079007495892,0.8658355714113922,0.6313384374874734,1.63586804024532,3.8108790636148635,1.4915621116767548
Hereford Hospital,RLQ01,The County Hospital,HR1 2ER,England,-2.7058348,52.0574483,E38000078,183477,180169,NA,NA,709,363,NA,7175,1270,1439,80,490,32,277,560,NA,NA,NA,NA,NA,NA,NA,NA,105,163,171922,331,98.1970492214283,NA,NA,0.3864244564713833,0.19784496149381123,NA,3.9105718972950285,0.6921848515072734,0.7842944892275325,0.0436021953705369,0.26706344664453857,0.017440878148214763,0.15097260147048402,0.30521536759375834,NA,NA,NA,NA,NA,NA,NA,NA,0.05722788142382969,0.08883947306746895,93.70220790616808,0.18040408334559643,NA,NA,407,146,415,302,160,103,68,0.2218261689476065,0.07957400655122986,0.22618638848466022,0.1645982875237768,0.0872043907410738,0.05613782653956627,0.03706186606495637
George Eliot Hospital,RLT01,George Eliot Hospital,CV10 7DJ,England,-1.4784245491027832,52.5125846862793,E38000195,187266,175101,NA,NA,1155,120,NA,2948,1902,8460,562,6065,62,371,1400,NA,NA,NA,NA,NA,NA,NA,NA,83,501,170878,1219,93.50389285828714,NA,NA,0.6167697286213194,0.06407997180481241,NA,1.5742313073382248,1.0156675531062767,4.517638012239274,0.30010786795253813,3.238708574968227,0.03310798543248641,0.19811391282987836,0.7475996710561448,NA,NA,NA,NA,NA,NA,NA,NA,0.044321980498328584,0.2675338822850918,91.24881185052278,0.650945713583886,NA,NA,933,149,525,295,585,475,159,0.49822178078241647,0.0795659649909754,0.28034987664605426,0.1575299306868305,0.31238986254846046,0.2536498883940491,0.08490596264137644
Norfolk and Norwich University Hospital NHSFT,RM102,Norfolk And Norwich University Hospital,NR4 7UY,England,1.2210814952850342,52.61808395385742,E38000219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salford Royal NHSFT,RM301,Salford Royal,M6 8HD,England,-2.3234095573425293,53.487548828125,E38000143,233933,210862,NA,NA,2882,193,NA,10342,4616,9429,1843,2553,605,2547,1881,NA,NA,NA,NA,NA,NA,NA,NA,1425,1060,197445,6541,90.13777449098673,NA,NA,1.2319766770827545,0.08250225491914352,NA,4.42092393976053,1.9732145528848004,4.030641251982405,0.7878324135543082,1.0913381181791368,0.25862105816622705,1.0887732812386453,0.8040763808440878,NA,NA,NA,NA,NA,NA,NA,NA,0.6091487733667332,0.45312119282016644,84.4023716192243,2.796099737959159,NA,NA,1647,1058,929,982,5354,666,521,0.704047740164919,0.4522662471733359,0.39712225295276854,0.4197783125937768,2.2886894965652558,0.2846969003945574,0.22271334099934598
Bolton NHST,RMC01,Royal Bolton Hospital,BL4 0JR,England,-2.4298787117004395,53.55396270751953,E38000016,276786,226645,NA,NA,1694,214,NA,4943,4892,38749,12026,21665,614,1423,3021,NA,NA,NA,NA,NA,NA,NA,NA,727,1121,219794,4652,81.88456063529225,NA,NA,0.6120251746836907,0.07731604922214275,NA,1.7858562210516429,1.7674304336201974,13.999624258452378,4.344872934324713,7.827346758867862,0.22183202907661514,0.5141155983322856,1.091456937850903,NA,NA,NA,NA,NA,NA,NA,NA,0.2626577933855036,0.4050060335421589,79.40936319033477,1.6807208457075142,NA,NA,1576,678,1826,812,3451,608,593,0.5693929606266213,0.24495458585333074,0.6597154480356665,0.29336743910457896,1.2468116161944607,0.21966428937879806,0.21424494013425535
Tameside Hospital Integrated Care NHSFT,RMP01,Tameside & Glossop Integrated Care Nhs Foundation Trust,OL6 9RW,England,-2.071418523788452,53.49153518676758,E38000182,252414,231701,NA,NA,1855,40,NA,4014,3578,14823,4954,3738,4296,1031,804,NA,NA,NA,NA,NA,NA,NA,NA,168,270,225792,1874,91.79403678084417,NA,NA,0.7349037692045608,0.01584698154618999,NA,1.5902445981601656,1.4175124993066945,5.872495186479355,1.9626486644956302,1.4809004254914544,1.7019658180608048,0.40845594935304697,0.31852432907841877,NA,NA,NA,NA,NA,NA,NA,NA,0.06655732249399796,0.10696712543678243,89.45304143193326,0.742431085439001,NA,NA,1479,565,948,586,1222,421,231,0.5859421426703749,0.2238386143399336,0.37557346264470276,0.23215827965168334,0.4841252862361042,0.16678948077364963,0.09151631842924719
Great Western NHS FT,RN325,The Great Western Hospital,SN3 6BB,England,-1.727185845375061,51.53853225708008,E38000181,214148,192667,NA,NA,1885,196,NA,9040,4278,13474,1295,6926,962,964,3327,NA,NA,NA,NA,NA,NA,NA,NA,208,633,181546,2888,89.96908679978333,NA,NA,0.8802323626650727,0.09152548704634178,NA,4.221379606627193,1.9976838448176029,6.291910267665353,0.6047219679847582,3.234211853484506,0.4492220333601061,0.4501559669013953,1.5535984459345873,NA,NA,NA,NA,NA,NA,NA,NA,0.097129088294077,0.2955899658180324,84.77594934344472,1.3486000336216075,NA,NA,1507,574,1180,1017,1742,808,338,0.7037189233614136,0.26803892635000093,0.5510207893606291,0.47490520574555917,0.8134561144628948,0.37730915068083754,0.15783476847787511
